,Unnamed: 0,Date,PitcherID,Pitcher,G,GS,IP,H,K,BB,R,HR,Outs,GS2
4022,4022,5/3/2024,677944,Slade Cecconi,1,1,4.1,5,4,2,6,2,13.0,26.0
4025,4025,5/3/2024,650644,Aaron Civale,1,1,4.2,6,5,1,7,1,14.0,32.0
4026,4026,5/3/2024,571578,Patrick Corbin,1,1,6.0,6,3,2,3,0,18.0,54.0
4041,4041,5/3/2024,543243,Sonny Gray,1,1,7.0,3,6,1,0,0,21.0,80.0
4042,4042,5/3/2024,668881,Hunter Greene,1,1,5.2,5,5,4,0,0,17.0,61.0
4049,4049,5/3/2024,663855,Jordan Hicks,1,1,4.0,4,3,4,2,0,12.0,45.0
4053,4053,5/3/2024,656557,Tanner Houck,1,1,6.0,6,5,2,3,0,18.0,56.0
4056,4056,5/3/2024,608344,Cole Irvin,1,1,6.1,2,4,0,0,0,19.0,78.0
4060,4060,5/3/2024,641745,Brad Keller,1,1,4.2,5,5,2,3,0,14.0,50.0
4065,4065,5/3/2024,579328,Yusei Kikuchi,1,1,6.0,6,7,1,1,0,18.0,66.0
4067,4067,5/3/2024,669923,George Kirby,1,1,6.0,4,3,0,1,0,18.0,68.0
4069,4069,5/3/2024,547179,Michael Lorenzen,1,1,6.0,4,3,3,1,1,18.0,56.0
4080,4080,5/3/2024,450203,Charlie Morton,1,1,6.0,5,5,2,2,1,18.0,55.0
4082,4082,5/3/2024,605400,Aaron Nola,1,1,4.0,4,4,4,2,0,12.0,46.0
4084,4084,5/3/2024,681857,Reese Olson,1,1,5.0,2,5,2,0,0,15.0,67.0
4085,4085,5/3/2024,663978,Chris Paddack,1,1,6.0,2,6,1,0,0,18.0,76.0
4089,4089,5/3/2024,527048,Mart\xc3\xadn P\xc3\xa9rez,1,1,5.1,8,4,0,3,1,16.0,45.0
4093,4093,5/3/2024,615698,Cal Quantrill,1,1,7.2,3,9,0,0,0,23.0,89.0
4094,4094,5/3/2024,500779,Jose Quintana,1,1,2.2,10,2,1,8,0,8.0,12.0
4099,4099,5/3/2024,605452,Joe Ross,1,1,6.0,6,4,0,1,1,18.0,59.0
4103,4103,5/3/2024,676664,JP Sears,1,1,6.1,4,6,1,0,0,19.0,74.0
4106,4106,5/3/2024,663903,Brady Singer,1,1,6.0,4,8,0,1,0,18.0,73.0
4107,4107,5/3/2024,667755,Jos\xc3\xa9 Soriano,1,1,6.0,5,3,1,0,0,18.0,67.0
4109,4109,5/3/2024,694813,Gavin Stone,1,1,6.0,5,5,1,1,1,18.0,60.0
4112,4112,5/3/2024,573186,Marcus Stroman,1,1,5.1,3,3,5,1,0,16.0,56.0
4121,4121,5/3/2024,677960,Ryan Weathers,1,1,6.0,5,5,0,3,1,18.0,56.0
4122,4122,5/3/2024,669713,Hayden Wesneski,1,1,6.1,3,8,2,0,0,19.0,76.0
4127,4127,5/4/2024,671096,Andrew Abbott,1,1,5.0,7,8,0,2,2,15.0,46.0
4134,4134,5/4/2024,657514,Brennan Bernardino,1,1,1.0,1,1,0,0,0,3.0,45.0
4136,4136,5/4/2024,621112,Paul Blackburn,1,1,7.0,4,3,1,1,1,21.0,66.0
4142,4142,5/4/2024,672282,Reid Detmers,1,1,5.2,5,7,4,7,3,17.0,24.0
4145,4145,5/4/2024,641540,Dane Dunning,1,1,4.2,4,4,1,2,0,14.0,56.0
4147,4147,5/4/2024,693821,Bryce Elder,1,1,3.1,7,4,4,7,3,10.0,3.0
4148,4148,5/4/2024,607200,Erick Fedde,1,1,4.1,4,2,5,5,1,13.0,29.0
4155,4155,5/4/2024,592332,Kevin Gausman,1,1,5.1,3,8,2,0,0,16.0,70.0
4156,4156,5/4/2024,669302,Logan Gilbert,1,1,8.0,2,6,4,0,0,24.0,82.0
4157,4157,5/4/2024,607192,Tyler Glasnow,1,1,7.0,5,10,1,2,0,21.0,74.0
4158,4158,5/4/2024,596295,Austin Gomber,1,1,6.0,4,3,2,0,0,18.0,67.0
4167,4167,5/4/2024,663623,Jake Irvin,1,1,5.0,5,4,1,0,0,15.0,62.0
4171,4171,5/4/2024,683003,Jared Jones,1,1,7.0,1,10,0,0,0,21.0,90.0
4173,4173,5/4/2024,650633,Michael King,1,1,6.0,6,3,0,0,0,18.0,67.0
4185,4185,5/4/2024,641793,Zack Littell,1,1,6.0,6,7,0,1,0,18.0,68.0
4187,4187,5/4/2024,594902,Ben Lively,1,1,6.0,4,5,3,1,0,18.0,64.0
4188,4188,5/4/2024,641154,Pablo L\xc3\xb3pez,1,1,6.0,5,8,1,1,0,18.0,69.0
4189,4189,5/4/2024,458681,Lance Lynn,1,1,5.0,4,4,3,4,0,15.0,48.0
4196,4196,5/4/2024,607644,John Means,1,1,7.0,3,8,0,0,0,21.0,84.0
4200,4200,5/4/2024,663554,Casey Mize,1,1,5.1,9,6,1,5,1,16.0,37.0
4204,4204,5/4/2024,668964,Tobias Myers,1,1,3.0,3,2,4,4,2,9.0,22.0
4210,4210,5/4/2024,694297,Brandon Pfaadt,1,1,6.0,10,4,0,3,0,18.0,51.0
4216,4216,5/4/2024,669432,Trevor Rogers,1,1,2.1,8,1,3,8,2,7.0,-3.0
4225,4225,5/4/2024,657376,Clarke Schmidt,1,1,5.0,4,7,0,3,1,15.0,54.0
4226,4226,5/4/2024,681035,Christian Scott,1,1,6.2,5,6,1,1,0,20.0,71.0
4235,4235,5/4/2024,624133,Ranger Su\xc3\xa1rez,1,1,6.0,7,6,1,3,1,18.0,51.0
4236,4236,5/4/2024,592791,Jameson Taillon,1,1,6.0,2,7,2,0,0,18.0,75.0
4238,4238,5/4/2024,664285,Framber Valdez,1,1,5.1,9,3,1,5,2,16.0,28.0
4243,4243,5/4/2024,608379,Michael Wacha,1,1,3.2,9,3,1,7,0,11.0,24.0
4249,4249,5/4/2024,676775,Keaton Winn,1,1,0.2,4,0,2,5,0,2.0,17.0
4254,4254,5/5/2024,665871,Javier Assad,1,1,6.0,4,4,3,0,0,18.0,66.0
4262,4262,5/5/2024,671212,Joe Boyle,1,1,1.0,1,1,3,4,1,3.0,21.0
4265,4265,5/5/2024,686613,Hunter Brown,1,1,4.1,5,5,4,2,0,13.0,47.0
4267,4267,5/5/2024,656288,Griffin Canning,1,1,6.0,4,5,1,2,1,18.0,59.0
4268,4268,5/5/2024,471911,Carlos Carrasco,1,1,6.0,6,3,2,1,0,18.0,60.0
4275,4275,5/5/2024,641482,Nestor Cortes,1,1,6.1,3,9,1,2,0,19.0,73.0
4276,4276,5/5/2024,681867,Cooper Criswell,1,1,4.1,5,5,1,1,1,13.0,50.0
4277,4277,5/5/2024,676979,Garrett Crochet,1,1,6.0,3,6,0,1,1,18.0,67.0
4282,4282,5/5/2024,663559,Bailey Falter,1,1,5.1,6,3,2,3,2,16.0,38.0
4284,4284,5/5/2024,663372,Ryan Feltner,1,1,5.2,8,3,0,5,1,17.0,40.0
4287,4287,5/5/2024,608331,Max Fried,1,1,7.0,4,7,3,4,2,21.0,51.0
4293,4293,5/5/2024,669022,MacKenzie Gore,1,1,3.0,6,4,2,2,1,9.0,34.0
4294,4294,5/5/2024,592351,Jon Gray,1,1,7.0,7,7,0,2,0,21.0,69.0
4312,4312,5/5/2024,665152,Dean Kremer,1,1,6.0,1,6,1,0,0,18.0,78.0
4317,4317,5/5/2024,669461,Matthew Liberatore,1,1,3.2,3,5,0,1,0,11.0,58.0
4318,4318,5/5/2024,666157,Nick Lodolo,1,1,5.0,4,6,2,4,1,15.0,46.0
4321,4321,5/5/2024,663738,Daniel Lynch IV,1,1,5.0,2,6,2,0,0,15.0,68.0
4322,4322,5/5/2024,666201,Alek Manoah,1,1,4.0,6,6,4,6,2,12.0,20.0
4328,4328,5/5/2024,682243,Bryce Miller,1,1,6.0,6,3,1,4,2,18.0,41.0
4337,4337,5/5/2024,669194,Ryne Nelson,1,1,5.0,8,3,1,4,1,15.0,37.0
4341,4341,5/5/2024,572020,James Paxton,1,1,6.2,5,3,2,1,1,20.0,60.0
4343,4343,5/5/2024,686752,Ryan Pepiot,1,1,2.0,3,3,1,3,1,6.0,32.0
4344,4344,5/5/2024,642547,Freddy Peralta,1,1,5.0,3,5,6,3,0,15.0,48.0
4353,4353,5/5/2024,657746,Joe Ryan,1,1,6.0,4,5,1,3,1,18.0,56.0
4354,4354,5/5/2024,664350,Sixto S\xc3\xa1nchez,1,1,4.0,3,2,3,2,0,12.0,48.0
4358,4358,5/5/2024,622663,Luis Severino,1,1,5.0,4,6,6,4,0,15.0,44.0
4359,4359,5/5/2024,669373,Tarik Skubal,1,1,6.0,6,12,0,2,1,18.0,64.0
4371,4371,5/5/2024,663362,Matt Waldron,1,1,3.0,8,2,3,7,1,9.0,11.0
4373,4373,5/5/2024,592836,Taijuan Walker,1,1,6.1,5,7,1,3,1,19.0,58.0
4374,4374,5/5/2024,657277,Logan Webb,1,1,4.0,7,6,2,4,1,12.0,34.0
4381,4381,5/6/2024,641302,Tyler Alexander,1,1,4.0,4,7,1,2,1,12.0,49.0
4384,4384,5/6/2024,542881,Tyler Anderson,1,1,6.1,6,5,3,4,1,19.0,47.0
4386,4386,5/6/2024,696131,Mason Black,1,1,4.1,8,4,3,5,1,13.0,27.0
4388,4388,5/6/2024,621111,Walker Buehler,1,1,4.0,6,4,0,3,1,12.0,41.0
4389,4389,5/6/2024,622491,Luis Castillo,1,1,6.2,2,7,3,2,0,20.0,71.0
4391,4391,5/6/2024,605182,Mike Clevinger,1,1,2.0,6,0,4,3,0,6.0,23.0
4393,4393,5/6/2024,506433,Yu Darvish,1,1,5.0,3,5,1,0,0,15.0,67.0
4402,4402,5/6/2024,656427,Jack Flaherty,1,1,6.0,6,6,1,2,1,18.0,56.0
4404,4404,5/6/2024,502043,Kyle Gibson,1,1,6.0,7,4,2,2,0,18.0,56.0
4405,4405,5/6/2024,571760,Andrew Heaney,1,1,6.0,7,5,0,1,0,18.0,64.0
4411,4411,5/6/2024,656605,Mitch Keller,1,1,9.0,5,5,1,1,1,27.0,78.0
4419,4419,5/6/2024,640455,Sean Manaea,1,1,6.0,6,1,1,3,0,18.0,54.0
4421,4421,5/6/2024,663474,Triston McKenzie,1,1,5.0,3,6,3,1,1,15.0,55.0
4424,4424,5/6/2024,682610,Roddery Mu\xc3\xb1oz,1,1,4.2,7,5,4,6,4,14.0,9.0
4429,4429,5/6/2024,666142,Cole Ragans,1,1,6.0,2,8,2,2,1,18.0,64.0
4437,4437,5/6/2024,657006,Justin Steele,1,1,4.2,3,2,1,0,0,14.0,62.0
4449,4449,5/6/2024,554430,Zack Wheeler,1,1,7.0,4,11,1,0,0,21.0,83.0
4450,4450,5/6/2024,669060,Bryse Wilson,1,1,6.0,1,6,3,0,0,18.0,74.0
4451,4451,5/6/2024,622072,Alex Wood,1,1,6.0,2,3,1,0,0,18.0,73.0
4452,4452,5/6/2024,680573,Simeon Woods Richardson,1,1,6.0,1,8,1,0,0,18.0,80.0
4457,4457,5/7/2024,671106,Logan Allen,1,1,2.1,7,2,2,7,2,7.0,5.0
4463,4463,5/7/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,3.2,7,7,2,8,2,11.0,15.0
4467,4467,5/7/2024,669203,Corbin Burnes,1,1,6.1,5,6,3,3,0,19.0,59.0
4468,4468,5/7/2024,676130,Jos\xc3\xa9 Butt\xc3\xb3,1,1,5.0,5,3,3,3,1,15.0,42.0
4469,4469,5/7/2024,665795,Edward Cabrera,1,1,2.0,1,1,4,4,1,6.0,25.0
4474,4474,5/7/2024,676710,Kutter Crawford,1,1,6.0,5,6,2,2,1,18.0,56.0
4477,4477,5/7/2024,621107,Zach Eflin,1,1,7.0,6,3,0,1,1,21.0,64.0
4486,4486,5/7/2024,668678,Zac Gallen,1,1,6.0,1,6,3,0,0,18.0,74.0
4490,4490,5/7/2024,661563,Luis Gil,1,1,6.0,1,5,4,1,1,18.0,62.0
4491,4491,5/7/2024,676106,Emerson Hancock,1,1,4.0,4,0,2,4,1,12.0,34.0
4493,4493,5/7/2024,690986,Kyle Harrison,1,1,7.0,4,2,2,0,0,21.0,72.0
4498,4498,5/7/2024,641712,Dakota Hudson,1,1,3.2,5,2,5,4,0,11.0,32.0
4500,4500,5/7/2024,684007,Shota Imanaga,1,1,7.0,7,8,1,2,1,21.0,62.0
4512,4512,5/7/2024,625643,Reynaldo L\xc3\xb3pez,1,1,5.1,6,5,4,1,0,16.0,54.0
4513,4513,5/7/2024,607625,Seth Lugo,1,1,6.2,5,5,1,2,2,20.0,55.0
4514,4514,5/7/2024,628317,Kenta Maeda,1,1,2.0,5,1,3,7,1,6.0,10.0
4524,4524,5/7/2024,571945,Miles Mikolas,1,1,4.0,9,3,0,6,1,12.0,25.0
4527,4527,5/7/2024,593423,Frankie Montas,1,1,6.0,4,7,1,1,0,18.0,70.0
4532,4532,5/7/2024,641927,Bailey Ober,1,1,5.0,3,7,1,2,1,15.0,57.0
4537,4537,5/7/2024,682990,Quinn Priester,1,1,4.2,7,1,2,3,1,14.0,36.0
4538,4538,5/7/2024,607067,Colin Rea,1,1,4.2,7,2,1,4,0,14.0,42.0
4544,4544,5/7/2024,650911,Cristopher S\xc3\xa1nchez,1,1,7.0,6,5,2,1,0,21.0,68.0
4545,4545,5/7/2024,663776,Patrick Sandoval,1,1,7.0,3,7,1,0,0,21.0,81.0
4556,4556,5/7/2024,647336,Michael Soroka,1,1,5.0,3,4,4,3,1,15.0,45.0
4559,4559,5/7/2024,548389,Ross Stripling,1,1,1.2,10,2,2,5,1,5.0,7.0
4564,4564,5/7/2024,570632,Jos\xc3\xa9 Ure\xc3\xb1a,1,1,5.0,4,2,2,1,0,15.0,57.0
4565,4565,5/7/2024,681190,Randy V\xc3\xa1squez,1,1,4.1,5,6,0,1,1,13.0,53.0
4566,4566,5/7/2024,434378,Justin Verlander,1,1,5.0,8,2,3,7,3,15.0,11.0
4572,4572,5/7/2024,592866,Trevor Williams,1,1,5.0,2,8,0,0,0,15.0,74.0
4575,4575,5/7/2024,808967,Yoshinobu Yamamoto,1,1,8.0,5,5,0,2,2,24.0,65.0
4582,4582,5/8/2024,681293,Spencer Arrighetti,1,1,5.0,8,4,3,5,3,15.0,19.0
4583,4583,5/8/2024,668933,Graham Ashcraft,1,1,5.0,6,2,3,3,0,15.0,45.0
4585,4585,5/8/2024,605135,Chris Bassitt,1,1,6.1,3,6,2,2,0,19.0,68.0
4586,4586,5/8/2024,676440,Tanner Bibee,1,1,4.0,5,5,0,4,0,12.0,47.0
4587,4587,5/8/2024,674370,Osvaldo Bido,1,1,2.2,3,4,2,4,0,8.0,38.0
4591,4591,5/8/2024,680694,Kyle Bradish,1,1,5.0,4,9,2,1,0,15.0,64.0
4594,4594,5/8/2024,656302,Dylan Cease,1,1,7.0,1,12,2,0,0,21.0,88.0
4598,4598,5/8/2024,650644,Aaron Civale,1,1,4.2,5,4,2,2,1,14.0,46.0
4610,4610,5/8/2024,623167,Chris Flexen,1,1,6.0,3,8,1,1,0,18.0,73.0
4623,4623,5/8/2024,663855,Jordan Hicks,1,1,5.0,7,5,2,3,0,15.0,48.0
4634,4634,5/8/2024,669923,George Kirby,1,1,5.0,4,4,1,4,3,15.0,34.0
4636,4636,5/8/2024,663567,Peter Lambert,1,1,3.0,9,2,0,7,1,9.0,15.0
4643,4643,5/8/2024,683004,Jack Leiter,1,1,4.0,7,3,0,4,2,12.0,29.0
4644,4644,5/8/2024,547179,Michael Lorenzen,1,1,6.0,9,6,2,6,2,18.0,30.0
4656,4656,5/8/2024,656756,Jordan Montgomery,1,1,7.0,7,2,2,2,0,21.0,60.0
4660,4660,5/8/2024,605400,Aaron Nola,1,1,5.2,9,7,0,4,0,17.0,51.0
4661,4661,5/8/2024,681857,Reese Olson,1,1,6.0,1,4,2,1,0,18.0,71.0
4663,4663,5/8/2024,663978,Chris Paddack,1,1,5.1,8,10,1,1,1,16.0,55.0
4664,4664,5/8/2024,680730,Mitchell Parker,1,1,5.2,5,3,1,2,2,17.0,47.0
4668,4668,5/8/2024,527048,Mart\xc3\xadn P\xc3\xa9rez,1,1,5.0,8,5,0,4,1,15.0,41.0
4669,4669,5/8/2024,601713,Nick Pivetta,1,1,4.0,7,1,1,5,3,12.0,16.0
4672,4672,5/8/2024,607074,Carlos Rod\xc3\xb3n,1,1,6.1,7,7,0,2,1,19.0,59.0
4677,4677,5/8/2024,605452,Joe Ross,1,1,5.0,3,2,2,3,0,15.0,53.0
4679,4679,5/8/2024,519242,Chris Sale,1,1,6.0,6,10,1,0,0,18.0,72.0
4683,4683,5/8/2024,676664,JP Sears,1,1,5.2,8,3,1,4,2,17.0,35.0
4685,4685,5/8/2024,663903,Brady Singer,1,1,5.1,5,4,2,1,0,16.0,59.0
4688,4688,5/8/2024,667755,Jos\xc3\xa9 Soriano,1,1,4.2,6,6,2,4,0,14.0,46.0
4689,4689,5/8/2024,694813,Gavin Stone,1,1,7.0,6,4,0,1,1,21.0,65.0
4702,4702,5/8/2024,677960,Ryan Weathers,1,1,6.0,5,3,1,3,1,18.0,52.0
4706,4706,5/8/2024,669713,Hayden Wesneski,1,1,6.0,7,3,1,3,0,18.0,54.0
4717,4717,5/9/2024,669854,Ronel Blanco,1,1,5.2,4,5,4,2,1,17.0,51.0
4719,4719,5/9/2024,677944,Slade Cecconi,1,1,5.1,3,2,3,1,1,16.0,53.0
4721,4721,5/9/2024,672282,Reid Detmers,1,1,5.0,7,5,2,6,2,15.0,27.0
4723,4723,5/9/2024,607200,Erick Fedde,1,1,6.0,6,3,0,0,0,18.0,67.0
4726,4726,5/9/2024,669302,Logan Gilbert,1,1,4.0,9,4,2,8,1,12.0,16.0
4728,4728,5/9/2024,543243,Sonny Gray,1,1,5.0,7,6,1,6,3,15.0,24.0
4729,4729,5/9/2024,668881,Hunter Greene,1,1,5.0,4,6,5,3,1,15.0,43.0
4737,4737,5/9/2024,594902,Ben Lively,1,1,5.2,8,2,3,3,0,17.0,45.0
4738,4738,5/9/2024,641154,Pablo L\xc3\xb3pez,1,1,6.1,4,10,0,1,0,19.0,77.0
4744,4744,5/9/2024,668964,Tobias Myers,1,1,4.0,3,6,4,1,1,12.0,47.0
4746,4746,5/9/2024,615698,Cal Quantrill,1,1,6.0,5,5,3,1,1,18.0,56.0
4756,4756,5/9/2024,573186,Marcus Stroman,1,1,5.2,9,5,2,4,2,17.0,33.0
4761,4761,5/9/2024,608379,Michael Wacha,1,1,6.0,3,6,5,2,0,18.0,60.0
4763,4763,5/9/2024,676775,Keaton Winn,1,1,3.2,8,1,0,7,1,11.0,20.0
4764,4764,5/10/2024,671096,Andrew Abbott,1,1,5.0,6,2,1,2,1,15.0,46.0
4772,4772,5/10/2024,665871,Javier Assad,1,1,4.1,4,4,2,1,0,13.0,55.0
4780,4780,5/10/2024,621112,Paul Blackburn,1,1,4.0,7,5,3,7,1,12.0,22.0
4782,4782,5/10/2024,671737,Taj Bradley,1,1,6.0,4,7,2,1,0,18.0,68.0
4786,4786,5/10/2024,656288,Griffin Canning,1,1,5.2,3,3,2,0,0,17.0,67.0
4788,4788,5/10/2024,471911,Carlos Carrasco,1,1,7.0,6,5,0,3,2,21.0,54.0
4793,4793,5/10/2024,571578,Patrick Corbin,1,1,5.0,7,4,1,1,0,15.0,55.0
4794,4794,5/10/2024,676979,Garrett Crochet,1,1,6.0,5,11,0,0,0,18.0,77.0
4808,4808,5/10/2024,688107,Robert Gasser,1,1,6.0,2,4,0,0,0,18.0,76.0
4809,4809,5/10/2024,607192,Tyler Glasnow,1,1,7.0,1,10,2,1,1,21.0,77.0
4810,4810,5/10/2024,596295,Austin Gomber,1,1,6.2,5,5,2,1,1,20.0,62.0
4811,4811,5/10/2024,592351,Jon Gray,1,1,6.0,8,7,1,1,0,18.0,62.0
4817,4817,5/10/2024,656557,Tanner Houck,1,1,7.0,6,4,1,3,0,21.0,63.0
4820,4820,5/10/2024,608344,Cole Irvin,1,1,5.2,5,6,1,2,1,17.0,56.0
4823,4823,5/10/2024,683003,Jared Jones,1,1,6.0,7,4,2,2,1,18.0,50.0
4826,4826,5/10/2024,579328,Yusei Kikuchi,1,1,8.0,4,3,0,2,1,24.0,71.0
4828,4828,5/10/2024,650633,Michael King,1,1,7.0,2,11,3,0,0,21.0,83.0
4836,4836,5/10/2024,458681,Lance Lynn,1,1,4.2,5,5,2,4,0,14.0,47.0
4837,4837,5/10/2024,679525,Alec Marsh,1,1,5.1,4,7,2,1,1,16.0,58.0
4842,4842,5/10/2024,663554,Casey Mize,1,1,6.0,5,2,2,1,1,18.0,55.0
4844,4844,5/10/2024,450203,Charlie Morton,1,1,7.0,3,7,1,1,1,21.0,72.0
4848,4848,5/10/2024,694297,Brandon Pfaadt,1,1,6.0,5,0,2,3,0,18.0,53.0
4849,4849,5/10/2024,500779,Jose Quintana,1,1,5.0,6,3,2,4,3,15.0,27.0
4852,4852,5/10/2024,669432,Trevor Rogers,1,1,3.1,9,3,2,4,1,10.0,23.0
4855,4855,5/10/2024,657746,Joe Ryan,1,1,7.0,6,7,0,1,1,21.0,68.0
4856,4856,5/10/2024,657376,Clarke Schmidt,1,1,6.2,5,6,2,0,0,20.0,72.0
4865,4865,5/10/2024,624133,Ranger Su\xc3\xa1rez,1,1,7.0,3,9,2,0,0,21.0,81.0
4869,4869,5/10/2024,664285,Framber Valdez,1,1,7.0,6,4,2,2,0,21.0,64.0
4875,4875,5/10/2024,657277,Logan Webb,1,1,7.0,8,6,2,2,0,21.0,62.0
4878,4878,5/10/2024,693433,Bryan Woo,1,1,4.1,1,3,1,0,0,13.0,65.0
4883,4883,5/11/2024,542881,Tyler Anderson,1,1,6.2,7,4,1,3,0,20.0,59.0
4890,4890,5/11/2024,696131,Mason Black,1,1,4.1,4,2,2,1,1,13.0,47.0
4898,4898,5/11/2024,605182,Mike Clevinger,1,1,4.2,4,5,0,1,1,14.0,56.0
4899,4899,5/11/2024,641482,Nestor Cortes,1,1,5.1,5,5,3,4,2,16.0,37.0
4901,4901,5/11/2024,681867,Cooper Criswell,1,1,5.0,3,9,1,2,2,15.0,53.0
4906,4906,5/11/2024,683155,Joey Estes,1,1,5.0,2,5,0,1,1,15.0,62.0
4909,4909,5/11/2024,663372,Ryan Feltner,1,1,6.0,5,4,2,2,0,18.0,60.0
4913,4913,5/11/2024,608331,Max Fried,1,1,7.0,0,5,3,0,0,21.0,81.0
4917,4917,5/11/2024,592332,Kevin Gausman,1,1,3.0,10,6,2,6,1,9.0,16.0
4918,4918,5/11/2024,502043,Kyle Gibson,1,1,5.0,3,7,4,2,0,15.0,57.0
4921,4921,5/11/2024,571760,Andrew Heaney,1,1,5.0,8,8,0,2,1,15.0,50.0
4929,4929,5/11/2024,663623,Jake Irvin,1,1,7.0,4,6,0,2,1,21.0,68.0
4933,4933,5/11/2024,664299,Cristian Javier,1,1,1.1,5,0,4,7,2,4.0,-3.0
4941,4941,5/11/2024,641793,Zack Littell,1,1,5.2,4,3,2,2,0,17.0,59.0
4942,4942,5/11/2024,666157,Nick Lodolo,1,1,6.0,5,6,1,4,1,18.0,52.0
4945,4945,5/11/2024,666200,Jes\xc3\xbas Luzardo,1,1,5.2,4,8,1,2,0,17.0,66.0
4950,4950,5/11/2024,663474,Triston McKenzie,1,1,6.2,4,5,3,1,0,20.0,68.0
4951,4951,5/11/2024,607644,John Means,1,1,4.2,6,3,0,4,1,14.0,41.0
4954,4954,5/11/2024,682243,Bryce Miller,1,1,6.0,5,9,2,2,0,18.0,65.0
4959,4959,5/11/2024,669194,Ryne Nelson,1,1,4.2,10,3,0,3,1,14.0,36.0
4962,4962,5/11/2024,572020,James Paxton,1,1,6.0,4,4,0,0,0,18.0,72.0
4963,4963,5/11/2024,642547,Freddy Peralta,1,1,6.0,8,8,1,3,0,18.0,57.0
4965,4965,5/11/2024,666142,Cole Ragans,1,1,6.1,8,3,1,7,1,19.0,36.0
4977,4977,5/11/2024,681035,Christian Scott,1,1,6.0,6,8,2,3,1,18.0,53.0
4981,4981,5/11/2024,694973,Paul Skenes,1,1,4.0,6,7,2,3,1,12.0,40.0
4982,4982,5/11/2024,669373,Tarik Skubal,1,1,6.1,7,7,2,2,0,19.0,61.0
4991,4991,5/11/2024,657006,Justin Steele,1,1,4.0,6,3,2,6,3,12.0,15.0
5002,5002,5/11/2024,663362,Matt Waldron,1,1,5.1,2,6,2,2,1,16.0,58.0
5004,5004,5/11/2024,592836,Taijuan Walker,1,1,6.0,8,4,1,1,1,18.0,53.0
5006,5006,5/11/2024,680573,Simeon Woods Richardson,1,1,4.1,8,2,1,5,2,13.0,23.0
5008,5008,5/12/2024,641302,Tyler Alexander,1,1,7.0,7,3,2,6,3,21.0,31.0
5009,5009,5/12/2024,671106,Logan Allen,1,1,6.0,6,3,1,0,0,18.0,65.0
5015,5015,5/12/2024,678394,Brayan Bello,1,1,5.0,4,1,2,2,1,15.0,47.0
5017,5017,5/12/2024,621389,Ty Blach,1,1,5.0,7,2,0,1,0,15.0,55.0
5022,5022,5/12/2024,621111,Walker Buehler,1,1,3.1,5,2,2,3,2,10.0,27.0
5025,5025,5/12/2024,622491,Luis Castillo,1,1,6.0,7,8,0,2,2,18.0,52.0
5030,5030,5/12/2024,506433,Yu Darvish,1,1,7.0,2,7,1,0,0,21.0,83.0
5036,5036,5/12/2024,693821,Bryce Elder,1,1,5.1,7,6,0,2,0,16.0,58.0
5037,5037,5/12/2024,663559,Bailey Falter,1,1,6.0,5,1,2,2,1,18.0,51.0
5041,5041,5/12/2024,656427,Jack Flaherty,1,1,6.2,7,7,0,3,1,20.0,58.0
5046,5046,5/12/2024,668678,Zac Gallen,1,1,6.0,4,4,2,2,1,18.0,56.0
5048,5048,5/12/2024,666129,Braxton Garrett,1,1,5.1,5,8,2,5,1,16.0,45.0
5050,5050,5/12/2024,661563,Luis Gil,1,1,6.0,3,3,2,0,0,18.0,69.0
5051,5051,5/12/2024,669022,MacKenzie Gore,1,1,6.0,6,9,2,2,0,18.0,63.0
5053,5053,5/12/2024,690986,Kyle Harrison,1,1,5.0,3,5,5,3,0,15.0,50.0
5055,5055,5/12/2024,543294,Kyle Hendricks,1,1,5.0,2,5,4,1,1,15.0,54.0
5069,5069,5/12/2024,665152,Dean Kremer,1,1,5.2,4,10,4,3,1,17.0,53.0
5076,5076,5/12/2024,607625,Seth Lugo,1,1,8.0,5,12,0,1,0,24.0,87.0
5077,5077,5/12/2024,666201,Alek Manoah,1,1,7.0,4,6,1,0,1,21.0,72.0
5084,5084,5/12/2024,571945,Miles Mikolas,1,1,6.0,6,3,3,3,0,18.0,52.0
5087,5087,5/12/2024,593423,Frankie Montas,1,1,4.2,7,3,1,4,1,14.0,37.0
5093,5093,5/12/2024,641927,Bailey Ober,1,1,6.1,1,10,0,0,0,19.0,86.0
5104,5104,5/12/2024,663776,Patrick Sandoval,1,1,6.0,11,3,0,4,0,18.0,45.0
5107,5107,5/12/2024,622663,Luis Severino,1,1,5.0,4,4,3,2,1,15.0,48.0
5109,5109,5/12/2024,647336,Michael Soroka,1,1,5.1,4,4,1,4,2,16.0,42.0
5117,5117,5/12/2024,570632,Jos\xc3\xa9 Ure\xc3\xb1a,1,1,6.2,6,3,1,2,1,20.0,57.0
5119,5119,5/12/2024,434378,Justin Verlander,1,1,7.0,2,8,2,0,0,21.0,82.0
5128,5128,5/12/2024,554430,Zack Wheeler,1,1,4.0,6,2,3,6,1,12.0,24.0
5129,5129,5/12/2024,669060,Bryse Wilson,1,1,4.0,5,1,5,2,1,12.0,33.0
5131,5131,5/12/2024,622072,Alex Wood,1,1,2.0,4,1,1,1,1,6.0,34.0
5138,5138,5/13/2024,681293,Spencer Arrighetti,1,1,5.0,5,5,2,2,0,15.0,55.0
