,Date,PitcherID,Pitcher,G,GS,IP,H,K,BB,R,HR
10525,6/29/2024,642232,Ryan Yarbrough,1,0,1,0,0,0,0,0
10526,6/29/2024,664849,Danny Young,1,0,1.1,3,2,0,2,0
10527,6/29/2024,672582,Angel Zerpa,1,0,1.1,2,2,1,1,0
10528,6/30/2024,650556,Bryan Abreu,1,0,1,1,2,2,2,1
10529,6/30/2024,592094,Jason Adam,1,0,1,0,1,0,0,0
10530,6/30/2024,613534,Austin Adams,1,0,0.2,2,0,0,0,0
10531,6/30/2024,669211,Keegan Akin,1,0,1,1,2,0,0,0
10532,6/30/2024,671106,Logan Allen,1,1,4.1,6,3,0,3,0
10533,6/30/2024,542881,Tyler Anderson,1,1,4.2,7,2,1,6,1
10534,6/30/2024,658648,Pedro Avila,1,0,1.1,3,1,0,2,1
10535,6/30/2024,657508,Mike Baumann,1,0,1,0,0,0,0,0
10536,6/30/2024,656222,Jalen Beeks,1,0,2,2,1,0,0,0
10537,6/30/2024,669622,Anthony Bender,1,0,1.1,3,3,0,0,0
10538,6/30/2024,657514,Brennan Bernardino,1,0,0.2,1,0,0,0,0
10539,6/30/2024,702352,Spencer Bivens,1,1,5,4,3,0,1,1
10540,6/30/2024,671737,Taj Bradley,1,1,5.2,3,11,2,0,0
10541,6/30/2024,623211,Huascar Brazob\xc3\xa1n,1,0,1,1,3,1,0,0
10542,6/30/2024,605154,John Brebbia,1,0,1,0,1,0,0,0
10543,6/30/2024,607481,Aaron Bummer,1,0,1,0,1,0,0,0
10544,6/30/2024,650893,G\xc3\xa9nesis Cabrera,1,0,0.2,1,0,0,0,0
10545,6/30/2024,622491,Luis Castillo,1,1,5,6,3,0,3,0
10546,6/30/2024,605177,Andrew Chafin,1,0,1,1,2,0,0,0
10547,6/30/2024,547973,Aroldis Chapman,1,0,1,2,0,0,1,0
10548,6/30/2024,630023,Yonny Chirinos,1,1,4.1,9,4,1,3,1
10549,6/30/2024,661403,Emmanuel Clase,1,0,1,0,0,0,0,0
10550,6/30/2024,664076,Garrett Cleavinger,1,0,1,0,3,1,0,0
10551,6/30/2024,543037,Gerrit Cole,1,1,5,3,6,1,1,0
10552,6/30/2024,664351,Luis Contreras,1,0,1,0,0,0,0,0
10553,6/30/2024,571578,Patrick Corbin,1,1,6,8,5,1,4,2
10554,6/30/2024,676979,Garrett Crochet,1,1,7,5,11,0,2,0
10555,6/30/2024,518585,Fernando Cruz,1,0,0.1,1,0,0,0,0
10556,6/30/2024,621016,Jos\xc3\xa9 Cuas,1,0,1,0,1,0,0,0
10557,6/30/2024,664747,Alexis D\xc3\xadaz,1,0,1,0,1,0,0,0
10558,6/30/2024,622554,Seranthony Dom\xc3\xadnguez,1,0,1,1,1,1,0,0
10559,6/30/2024,681869,Shawn Dubin,1,1,3.1,0,2,3,0,0
10560,6/30/2024,661395,Jhoan Dur\xc3\xa1n,1,0,1,0,1,0,0,0
10561,6/30/2024,669093,Jeremiah Estrada,1,0,1,0,0,0,0,0
10562,6/30/2024,656412,Alex Faedo,1,0,1.2,2,3,0,1,0
10563,6/30/2024,663559,Bailey Falter,1,1,5,2,5,4,1,0
10564,6/30/2024,571656,Buck Farmer,1,0,1,0,1,0,0,0
10565,6/30/2024,670036,Matt Festa,1,0,1,4,1,1,4,0
10566,6/30/2024,670102,Bowden Francis,1,0,1,1,0,0,0,0
10567,6/30/2024,607536,Kyle Freeland,1,1,6.2,7,3,2,2,1
10568,6/30/2024,608334,Carson Fulmer,1,0,2,0,1,0,0,0
10569,6/30/2024,681892,Kody Funderburk,1,0,1,0,0,0,0,0
10570,6/30/2024,592332,Kevin Gausman,1,1,4.1,7,7,5,7,1
10571,6/30/2024,643338,Chad Green,1,0,1,1,0,0,0,0
10572,6/30/2024,668881,Hunter Greene,1,1,4.2,4,6,2,1,0
10573,6/30/2024,571760,Andrew Heaney,1,1,7,5,10,0,2,0
10574,6/30/2024,664854,Ryan Helsley,1,0,1,0,2,0,0,0
10575,6/30/2024,543294,Kyle Hendricks,1,1,3.2,7,3,1,7,2
10576,6/30/2024,682120,Tim Herrin,1,0,0.2,0,0,2,0,0
10577,6/30/2024,657612,Tim Hill,1,0,1.1,0,0,0,0,0
10578,6/30/2024,656546,Jeff Hoffman,1,0,1,0,1,0,0,0
10579,6/30/2024,656550,Grant Holmes,1,0,3,1,4,0,0,0
10580,6/30/2024,663947,Tyler Holton,1,0,0.1,0,1,0,0,0
10581,6/30/2024,605288,Adrian Houser,1,0,2,2,1,0,0,0
10582,6/30/2024,608344,Cole Irvin,1,1,3.2,5,2,2,5,1
10583,6/30/2024,445276,Kenley Jansen,1,0,1,0,1,0,0,0
10584,6/30/2024,596001,Jakob Junis,1,0,2,0,1,1,0,0
10585,6/30/2024,687911,Bryan King,1,0,1.2,0,1,1,0,0
10586,6/30/2024,641755,Tyler Kinley,1,0,2,0,1,1,0,0
10587,6/30/2024,552640,Andrew Kittredge,1,0,0.2,0,0,1,0,0
10588,6/30/2024,663568,Stephen Kolek,1,0,1,1,0,0,0,0
10589,6/30/2024,656629,Michael Kopech,1,0,1,0,2,0,0,0
10590,6/30/2024,640454,Matt Krook,1,0,1,1,2,1,2,1
10591,6/30/2024,664875,Justin Lawrence,1,0,1,1,0,0,0,0
10592,6/30/2024,669674,Sam Long,1,0,1,3,3,0,2,0
10593,6/30/2024,605347,Jorge L\xc3\xb3pez,1,0,1.1,1,0,0,0,0
10594,6/30/2024,607625,Seth Lugo,1,1,6,4,10,1,0,0
10595,6/30/2024,458681,Lance Lynn,1,1,6,2,6,1,0,0
10596,6/30/2024,656671,Josh Maciejewski,1,0,1,0,1,1,0,0
10597,6/30/2024,573009,Joe Mantiply,1,0,1,0,1,0,0,0
10598,6/30/2024,455119,Chris Martin,1,0,1,1,1,0,0,0
10599,6/30/2024,661527,Seth Martinez,1,0,1,3,2,0,2,0
10600,6/30/2024,664208,Phil Maton,1,0,1,0,1,0,0,0
10601,6/30/2024,663704,James McArthur,1,0,1,1,0,0,0,0
10602,6/30/2024,519008,T.J. McFarland,1,0,0.1,1,0,1,3,0
10603,6/30/2024,683232,Nick Mears,1,0,1,0,1,0,0,0
10604,6/30/2024,665622,Luis Medina,1,1,6,4,5,3,1,0
10605,6/30/2024,571946,Shelby Miller,1,0,0.2,3,0,1,5,2
10606,6/30/2024,663554,Casey Mize,1,1,5.1,3,2,2,0,0
10607,6/30/2024,669387,Carmen Mlodzinski,1,0,1,1,1,0,0,0
10608,6/30/2024,594580,Sam Moll,1,0,1,2,2,0,1,0
10609,6/30/2024,519043,Matt Moore,1,0,1,0,0,0,0,0
10610,6/30/2024,670970,Adri\xc3\xa1n Morej\xc3\xb3n,1,0,1,0,2,2,0,0
10611,6/30/2024,669212,Eli Morgan,1,0,0.2,2,1,0,1,0
10612,6/30/2024,677053,Andrew Nardi,1,0,0.2,0,0,2,2,0
10613,6/30/2024,656794,Sean Newcomb,1,0,1,1,0,2,1,0
10614,6/30/2024,693312,Kyle Nicolas,1,0,2,1,3,1,0,0
10615,6/30/2024,595345,Steven Okert,1,0,0.2,1,0,0,1,0
10616,6/30/2024,493603,Adam Ottavino,1,0,1,1,0,0,0,0
10617,6/30/2024,572020,James Paxton,1,1,4,12,4,2,9,1
10618,6/30/2024,663878,Nate Pearson,1,0,1,2,3,0,1,0
10619,6/30/2024,642547,Freddy Peralta,1,1,7,2,8,2,1,1
10620,6/30/2024,593974,Wandy Peralta,1,0,0.2,1,0,0,0,0
10621,6/30/2024,656848,Michael Petersen,1,0,2,1,0,0,0,0
10622,6/30/2024,694297,Brandon Pfaadt,1,1,6,5,8,2,1,1
10623,6/30/2024,623465,Evan Phillips,1,0,1,2,0,1,1,0
10624,6/30/2024,621363,Colin Poche,1,0,0.1,0,0,0,0,0
10625,6/30/2024,519151,Ryan Pressly,1,0,1,0,0,0,0,0
10626,6/30/2024,640462,A.J. Puk,1,0,0.2,1,2,0,0,0
10627,6/30/2024,663432,Tanner Rainey,1,0,1,0,1,0,0,0
10628,6/30/2024,670990,Yohan Ram\xc3\xadrez,1,0,1,1,1,0,0,0
10629,6/30/2024,681799,Ethan Roberts,1,0,1,1,2,2,0,0
10630,6/30/2024,573124,Taylor Rogers,1,0,1,0,0,0,0,0
10631,6/30/2024,643511,Tyler Rogers,1,0,0.1,1,1,0,0,0
10632,6/30/2024,668941,JoJo Romero,1,0,1.1,0,0,0,0,0
10633,6/30/2024,694738,Landen Roupp,1,0,2.2,3,3,2,3,0
10634,6/30/2024,614179,Jos\xc3\xa9 Ruiz,1,0,1.1,1,2,0,0,0
10635,6/30/2024,657746,Joe Ryan,1,1,5.2,6,10,0,1,0
10636,6/30/2024,663485,Cole Sands,1,0,0.1,2,0,0,0,0
10637,6/30/2024,680885,Spencer Schwellenbach,1,1,5,5,7,2,4,2
10638,6/30/2024,605463,Tayler Scott,1,0,2,1,1,1,0,0
10639,6/30/2024,622663,Luis Severino,1,1,7,8,3,1,4,1
10640,6/30/2024,623149,Paul Sewald,1,0,1,0,2,0,0,0
10641,6/30/2024,694363,Jared Shuster,1,0,0.1,0,0,0,0,0
10642,6/30/2024,686580,Justin Slaten,1,0,1.1,2,1,0,1,0
10643,6/30/2024,519293,Will Smith,1,0,1,0,0,0,0,0
10644,6/30/2024,592767,Drew Smyly,1,0,2,1,1,1,0,0
10645,6/30/2024,647336,Michael Soroka,1,0,4,1,6,2,0,0
10646,6/30/2024,642397,Gregory Soto,1,0,1,0,2,0,0,0
10647,6/30/2024,592773,Ryne Stanek,1,0,1,2,0,0,2,1
10648,6/30/2024,624133,Ranger Su\xc3\xa1rez,1,1,4.2,10,0,2,6,1
10649,6/30/2024,622253,Dillon Tate,1,0,2,1,1,0,0,0
10650,6/30/2024,573204,Caleb Thielbar,1,0,0.1,0,0,2,0,0
10651,6/30/2024,657044,Ryan Thompson,1,0,1,0,2,0,0,0
10652,6/30/2024,663423,Trent Thornton,1,0,1,0,1,0,0,0
10653,6/30/2024,543859,Michael Tonkin,1,0,1.2,1,3,0,0,0
10654,6/30/2024,570632,Jos\xc3\xa9 Ure\xc3\xb1a,1,0,2,2,2,0,0,0
10655,6/30/2024,663989,Nick Vespi,1,0,1.1,5,1,1,3,1
10656,6/30/2024,680767,Victor Vodnik,1,0,1.1,0,2,1,0,0
10657,6/30/2024,608723,Austin Voth,1,0,1,0,2,0,0,0
10658,6/30/2024,663362,Matt Waldron,1,1,4.1,6,3,1,3,2
10659,6/30/2024,681806,Andrew Wantz,1,0,1.1,1,3,1,1,1
10660,6/30/2024,607179,Jordan Weems,1,0,1,1,1,0,1,1
10661,6/30/2024,621051,Steven Wilson,1,0,0.2,0,1,2,0,0
10662,6/30/2024,670174,Josh Winckowski,1,1,5,4,1,0,0,0
10663,7/1/2024,650556,Bryan Abreu,1,0,1,1,1,1,0,0
10664,7/1/2024,686613,Hunter Brown,1,1,6,2,5,3,0,0
10665,7/1/2024,518617,Jake Diekman,1,0,1,0,0,0,0,0
10666,7/1/2024,640448,Kyle Finnegan,1,0,1,0,1,0,0,0
10667,7/1/2024,571670,Dylan Floro,1,0,1.1,0,2,1,0,0
10668,7/1/2024,676395,Robert Garcia,1,0,0.2,1,2,0,0,0
10669,7/1/2024,657585,Reed Garrett,1,0,0.1,1,1,0,0,0
10670,7/1/2024,596295,Austin Gomber,1,1,6,9,3,0,4,1
10671,7/1/2024,669022,MacKenzie Gore,1,1,5.2,5,8,1,1,0
10672,7/1/2024,623352,Josh Hader,1,0,1,1,1,0,1,1
10673,7/1/2024,640451,Hunter Harvey,1,0,0.2,3,0,0,4,1
10674,7/1/2024,664079,Tyler Jay,1,0,0.2,2,2,2,3,0
10675,7/1/2024,641755,Tyler Kinley,1,0,1,0,1,1,0,0
10676,7/1/2024,571882,Derek Law,1,0,0.1,2,0,0,0,0
10677,7/1/2024,664875,Justin Lawrence,1,0,0.2,2,0,0,0,0
10678,7/1/2024,656730,Trevor Megill,1,0,1,1,0,0,0,0
10679,7/1/2024,571948,Hoby Milner,1,0,2,2,1,0,1,0
10680,7/1/2024,683627,Anthony Molina,1,0,1.1,3,2,1,3,0
10681,7/1/2024,606160,Rafael Montero,1,0,1,0,0,0,0,0
10682,7/1/2024,673380,Dedniel N\xc3\xba\xc3\xb1ez,1,0,1.2,1,1,1,0,0
10683,7/1/2024,606303,Joel Payamps,1,0,0.1,1,0,2,0,0
10684,7/1/2024,665625,Elvis Peguero,1,0,1,2,0,1,1,1
10685,7/1/2024,656849,David Peterson,1,1,6.1,7,2,1,2,0
10686,7/1/2024,647315,Zach Pop,1,0,1,2,2,0,2,1
10687,7/1/2024,670950,Trevor Richards,1,0,1.1,0,1,0,0,0
10688,7/1/2024,684320,Yariel Rodr\xc3\xadguez,1,1,6.2,2,6,2,1,1
10689,7/1/2024,680767,Victor Vodnik,1,0,1,0,1,0,0,0
10690,7/1/2024,607179,Jordan Weems,1,0,0.1,1,0,0,1,1
10691,7/1/2024,669060,Bryse Wilson,1,0,4,7,3,2,5,2
10692,7/1/2024,642239,Rob Zastryzny,1,1,1,0,0,0,0,0
10693,7/2/2024,592094,Jason Adam,1,0,1,0,1,0,0,0
10694,7/2/2024,660896,Jorge Alcal\xc3\xa1,1,0,1.1,0,1,0,0,0
10695,7/2/2024,518397,Scott Alexander,1,0,0.2,1,0,0,0,0
10696,7/2/2024,623433,Nick Anderson,1,0,1,1,0,0,1,1
10697,7/2/2024,681293,Spencer Arrighetti,1,1,4,6,5,4,6,2
10698,7/2/2024,668933,Graham Ashcraft,1,1,5,4,3,2,3,0
10699,7/2/2024,621383,Tanner Banks,1,0,1,0,1,0,0,0
10700,7/2/2024,605130,Scott Barlow,1,0,1,1,3,0,0,0
10701,7/2/2024,657508,Mike Baumann,1,0,1,1,1,0,0,0
10702,7/2/2024,656222,Jalen Beeks,1,0,1,1,1,0,0,0
10703,7/2/2024,678368,Valente Bellozo,1,1,5,7,8,1,5,1
10704,7/2/2024,621244,Jos\xc3\xa9 Berr\xc3\xados,1,1,5,5,1,2,5,1
10705,7/2/2024,806185,Hayden Birdsong,1,1,5,4,5,2,2,2
10706,7/2/2024,621389,Ty Blach,1,0,2,3,1,1,1,0
10707,7/2/2024,605154,John Brebbia,1,0,1,0,2,0,0,0
10708,7/2/2024,605155,Colten Brewer,1,0,2,3,3,0,1,0
10709,7/2/2024,689225,Beau Brieske,1,0,1.1,2,1,2,1,1
10710,7/2/2024,607481,Aaron Bummer,1,0,0.1,2,0,0,1,0
10711,7/2/2024,676130,Jos\xc3\xa9 Butt\xc3\xb3,1,0,2,1,1,1,0,0
10712,7/2/2024,666974,Yennier Cano,1,0,0.2,0,1,0,0,0
10713,7/2/2024,471911,Carlos Carrasco,1,1,6,4,7,1,3,2
10714,7/2/2024,656302,Dylan Cease,1,1,3.2,8,5,2,6,2
10715,7/2/2024,608638,JT Chargois,1,0,2,1,3,1,1,1
10716,7/2/2024,445926,Jesse Chavez,1,0,1.2,1,1,0,1,1
10717,7/2/2024,661403,Emmanuel Clase,1,0,1,0,0,0,0,0
10718,7/2/2024,664351,Luis Contreras,1,0,2,0,3,1,0,0
10719,7/2/2024,664776,Jake Cousins,1,0,1,0,0,1,0,0
10720,7/2/2024,676710,Kutter Crawford,1,1,6,3,7,0,1,1
10721,7/2/2024,686539,Declan Cronin,1,0,2,5,0,0,2,0
10722,7/2/2024,668968,Hans Crouse,1,0,1,1,0,1,0,0
10723,7/2/2024,518585,Fernando Cruz,1,0,1,0,1,0,0,0
10724,7/2/2024,656354,Austin Davis,1,0,2,1,2,1,1,0
10725,7/2/2024,660853,Enyel De Los Santos,1,0,1,0,1,1,0,0
10726,7/2/2024,664747,Alexis D\xc3\xadaz,1,0,1,0,1,0,0,0
10727,7/2/2024,666808,Camilo Doval,1,0,1,0,2,0,0,0
10728,7/2/2024,661395,Jhoan Dur\xc3\xa1n,1,0,1,0,1,0,0,0
10729,7/2/2024,543135,Nathan Eovaldi,1,1,7,1,6,0,0,0
10730,7/2/2024,668674,Lucas Erceg,1,0,1,1,1,0,0,0
10731,7/2/2024,664126,Pete Fairbanks,1,0,1,0,0,0,0,0
10732,7/2/2024,663372,Ryan Feltner,1,1,5,6,3,2,1,0
10733,7/2/2024,657571,Caleb Ferguson,1,0,1,2,1,0,1,1
10734,7/2/2024,621053,Tyler Ferguson,1,0,1,1,1,1,2,0
10735,7/2/2024,681676,Ryan Fernandez,1,0,1.1,1,0,0,0,0
10736,7/2/2024,640448,Kyle Finnegan,1,0,1,0,1,0,0,0
10737,7/2/2024,676596,Josh Fleming,1,0,1,1,0,0,0,0
10738,7/2/2024,623167,Chris Flexen,1,1,6,6,3,1,3,2
10739,7/2/2024,571670,Dylan Floro,1,0,1.1,0,2,0,0,0
10740,7/2/2024,683769,Hunter Gaddis,1,0,0.2,1,1,0,0,0
10741,7/2/2024,676395,Robert Garcia,1,0,1,4,1,0,4,1
10742,7/2/2024,502043,Kyle Gibson,1,1,5,5,8,1,4,2
10743,7/2/2024,661563,Luis Gil,1,1,4,2,3,3,4,1
10744,7/2/2024,656464,Kevin Ginkel,1,0,1,1,1,0,0,0
10745,7/2/2024,643338,Chad Green,1,0,1,1,2,0,0,0
10746,7/2/2024,640451,Hunter Harvey,1,0,1,2,0,0,1,0
10747,7/2/2024,664854,Ryan Helsley,1,0,1,0,1,0,0,0
10748,7/2/2024,672578,Carlos Hern\xc3\xa1ndez,1,0,1,2,1,1,0,0
10749,7/2/2024,642546,Jonathan Hern\xc3\xa1ndez,1,0,2,1,1,0,0,0
10750,7/2/2024,687792,DJ Herz,1,1,5.2,5,10,0,1,1
10751,7/2/2024,656546,Jeff Hoffman,1,0,1,0,2,0,0,0
10752,7/2/2024,690544,Bailey Horn,1,0,2,1,1,0,0,0
10753,7/2/2024,663542,Bryan Hudson,1,0,1.1,1,1,2,1,0
10754,7/2/2024,543339,Daniel Hudson,1,0,1,1,2,0,0,0
10755,7/2/2024,643377,Griffin Jax,1,0,1,1,1,0,0,0
10756,7/2/2024,572955,Pierce Johnson,1,0,1.2,1,2,1,0,0
10757,7/2/2024,592454,Tommy Kahnle,1,0,1,1,2,0,0,0
10758,7/2/2024,656605,Mitch Keller,1,1,5,9,5,0,5,2
10759,7/2/2024,687330,Kevin Kelly,1,0,1,1,1,0,1,1
10760,7/2/2024,677161,Zack Kelly,1,0,1,3,1,0,1,1
10761,7/2/2024,689147,Orion Kerkering,1,0,1,0,1,0,0,0
10762,7/2/2024,572971,Dallas Keuchel,1,1,5.1,4,5,2,2,1
10763,7/2/2024,518886,Craig Kimbrel,1,0,1,0,2,0,0,0
10764,7/2/2024,667463,John King,1,0,0.2,1,1,0,0,0
10765,7/2/2024,669923,George Kirby,1,1,6.1,7,5,1,2,0
10766,7/2/2024,663568,Stephen Kolek,1,0,1.1,1,0,0,0,0
10767,7/2/2024,656629,Michael Kopech,1,0,0.2,1,0,0,1,0
10768,7/2/2024,664875,Justin Lawrence,1,0,0.1,0,1,0,0,0
10769,7/2/2024,669276,Dylan Lee,1,0,1,1,0,0,0,0
10770,7/2/2024,641793,Zack Littell,1,1,5,4,4,0,0,0
10771,7/2/2024,605347,Jorge L\xc3\xb3pez,1,0,1,0,0,0,0,0
10772,7/2/2024,625643,Reynaldo L\xc3\xb3pez,1,1,4.1,4,6,4,2,2
10773,7/2/2024,640455,Sean Manaea,1,1,7,5,5,2,1,0
10774,7/2/2024,573009,Joe Mantiply,1,1,0.2,1,0,0,1,0
10775,7/2/2024,665896,Jos\xc3\xa9 Marte,1,0,2,3,1,0,3,0
10776,7/2/2024,628708,Yunior Marte,1,0,1,0,0,0,0,0
10777,7/2/2024,679885,Justin Martinez,1,0,1.1,1,1,1,2,1
10778,7/2/2024,607259,Nick Martinez,1,0,1.1,1,0,0,0,0
10779,7/2/2024,661527,Seth Martinez,1,0,2,0,2,0,0,0
10780,7/2/2024,683232,Nick Mears,1,0,0.2,2,0,2,2,0
10781,7/2/2024,656730,Trevor Megill,1,0,1,1,2,0,0,0
10782,7/2/2024,675650,Michael Mercado,1,1,5,2,4,2,1,0
10783,7/2/2024,676272,Bobby Miller,1,1,5,4,4,3,2,1
10784,7/2/2024,695243,Mason Miller,1,0,1,2,2,1,2,0
10785,7/2/2024,571948,Hoby Milner,1,0,0.1,0,0,0,0,0
10786,7/2/2024,594580,Sam Moll,1,0,0.2,1,0,0,1,1
10787,7/2/2024,669194,Ryne Nelson,1,0,5,6,3,1,1,0
10788,7/2/2024,673380,Dedniel N\xc3\xba\xc3\xb1ez,1,0,1,0,1,0,0,0
10789,7/2/2024,682847,Luis Ortiz,1,0,2,3,4,0,1,0
10790,7/2/2024,660600,Enoli Paredes,1,0,0.1,1,0,2,0,0
10791,7/2/2024,663878,Nate Pearson,1,0,2,1,3,0,0,0
10792,7/2/2024,672335,Cionel P\xc3\xa9rez,1,0,1,0,0,0,0,0
10793,7/2/2024,623465,Evan Phillips,1,0,1,1,1,0,1,1
10794,7/2/2024,621363,Colin Poche,1,0,1,1,0,0,0,0
10795,7/2/2024,670950,Trevor Richards,1,0,1,1,0,0,0,0
10796,7/2/2024,681799,Ethan Roberts,1,0,1,1,1,0,0,0
10797,7/2/2024,680570,Grayson Rodriguez,1,1,6.1,2,8,4,0,0
10798,7/2/2024,678495,Randy Rodr\xc3\xadguez,1,0,1,0,0,0,0,0
10799,7/2/2024,643511,Tyler Rogers,1,0,1,2,2,0,1,0
10800,7/2/2024,668941,JoJo Romero,1,0,1,0,0,0,0,0
10801,7/2/2024,614179,Jos\xc3\xa9 Ruiz,1,0,0,3,0,0,3,1
10802,7/2/2024,642701,Dennis Santana,1,0,1,0,3,2,0,0
10803,7/2/2024,670167,John Schreiber,1,0,1,2,2,0,1,0
10804,7/2/2024,623149,Paul Sewald,1,0,0.2,3,2,0,2,0
10805,7/2/2024,663903,Brady Singer,1,1,5,3,4,3,1,0
10806,7/2/2024,669373,Tarik Skubal,1,1,6,4,7,1,3,1
10807,7/2/2024,671922,Cade Smith,1,0,0.1,3,0,0,3,0
10808,7/2/2024,676092,Collin Snider,1,0,1,1,0,0,0,0
10809,7/2/2024,667755,Jos\xc3\xa9 Soriano,1,1,4,3,4,1,4,2
10810,7/2/2024,642397,Gregory Soto,1,0,1,0,2,0,0,0
10811,7/2/2024,687765,Mitch Spence,1,1,5.1,6,5,1,1,0
10812,7/2/2024,608717,Chris Stratton,1,0,1,1,1,2,2,0
10813,7/2/2024,519326,Hunter Strickland,1,0,1,0,1,0,0,0
10814,7/2/2024,595014,Blake Treinen,1,0,1,1,1,1,0,0
10815,7/2/2024,681911,Alex Vesia,1,0,1,3,1,0,1,0
10816,7/2/2024,676684,Will Vest,1,0,0.2,1,0,2,1,0
10817,7/2/2024,608723,Austin Voth,1,0,0.2,0,1,1,0,0
10818,7/2/2024,676254,Ryan Walker,1,0,1,0,0,0,0,0
10819,7/2/2024,596133,Luke Weaver,1,0,2,0,2,0,0,0
10820,7/2/2024,669713,Hayden Wesneski,1,1,5,5,7,3,5,2
10821,7/2/2024,680573,Simeon Woods Richardson,1,1,5.2,4,4,2,3,2
10822,7/2/2024,642239,Rob Zastryzny,1,0,0.2,0,1,0,0,0
10823,7/3/2024,671096,Andrew Abbott,1,1,6.1,3,2,4,1,0
10824,7/3/2024,650556,Bryan Abreu,1,0,1,0,1,0,0,0
10825,7/3/2024,686654,Ty Adcock,1,0,1,1,1,0,1,1
10826,7/3/2024,669211,Keegan Akin,1,0,0.2,1,1,0,1,1
10827,7/3/2024,621237,Jos\xc3\xa9 Alvarado,1,0,1,1,1,0,0,0
10828,7/3/2024,605121,Justin Anderson,1,0,0.2,1,1,0,1,1
10829,7/3/2024,542888,Shawn Armstrong,1,0,1,1,0,2,2,0
10830,7/3/2024,658648,Pedro Avila,1,0,2,1,2,2,0,0
10831,7/3/2024,607455,Anthony Banda,1,0,0.2,0,1,1,0,0
10832,7/3/2024,621383,Tanner Banks,1,0,1.1,0,1,0,0,0
10833,7/3/2024,606930,Jacob Barnes,1,0,1,0,0,0,0,0
10834,7/3/2024,678394,Brayan Bello,1,1,6.2,7,7,1,1,0
10835,7/3/2024,669622,Anthony Bender,1,0,1,0,0,0,0,0
10836,7/3/2024,657514,Brennan Bernardino,1,0,0.1,0,0,0,0,0
10837,7/3/2024,669854,Ronel Blanco,1,1,5.2,4,4,2,2,0
10838,7/3/2024,623211,Huascar Brazob\xc3\xa1n,1,0,3,3,3,0,0,0
10839,7/3/2024,547973,Aroldis Chapman,1,0,2,1,3,1,0,0
10840,7/3/2024,518585,Fernando Cruz,1,0,0.2,1,0,2,1,0
10841,7/3/2024,621016,Jos\xc3\xa9 Cuas,1,0,0,1,0,1,1,0
10842,7/3/2024,669721,Davis Daniel,1,1,5,7,3,1,4,2
10843,7/3/2024,664747,Alexis D\xc3\xadaz,1,0,1,0,0,1,0,0
10844,7/3/2024,518617,Jake Diekman,1,0,0.1,2,1,1,2,0
10845,7/3/2024,641540,Dane Dunning,1,0,2.1,3,3,0,2,1
10846,7/3/2024,683155,Joey Estes,1,1,9,5,4,1,0,0
10847,7/3/2024,669093,Jeremiah Estrada,1,0,0.2,1,2,0,0,0
10848,7/3/2024,656412,Alex Faedo,1,0,1.1,1,1,2,0,0
10849,7/3/2024,676534,Calvin Faucher,1,0,0.1,1,0,2,1,0
10850,7/3/2024,607200,Erick Fedde,1,1,6,3,3,3,1,0
10851,7/3/2024,701581,David Festa,1,1,5,9,6,0,7,3
10852,7/3/2024,640448,Kyle Finnegan,1,0,1,0,0,0,0,0
10853,7/3/2024,670102,Bowden Francis,1,0,2,3,2,2,3,0
10854,7/3/2024,608334,Carson Fulmer,1,0,2,2,3,0,0,0
10855,7/3/2024,681892,Kody Funderburk,1,0,2,2,2,0,2,1
10856,7/3/2024,606149,Giovanny Gallegos,1,0,0.1,2,1,1,1,1
10857,7/3/2024,676395,Robert Garcia,1,0,0.2,0,1,1,0,0
10858,7/3/2024,669302,Logan Gilbert,1,1,5.1,6,6,3,4,1
10859,7/3/2024,656464,Kevin Ginkel,1,0,1.1,1,1,0,0,0
10860,7/3/2024,592351,Jon Gray,1,1,4,7,2,2,3,1
10861,7/3/2024,640451,Hunter Harvey,1,0,0.1,0,1,0,0,0
10862,7/3/2024,656529,Sam Hentges,1,0,0.2,2,2,1,1,0
10863,7/3/2024,682120,Tim Herrin,1,0,0.1,1,0,1,2,1
10864,7/3/2024,663855,Jordan Hicks,1,1,5,8,6,2,3,0
10865,7/3/2024,663546,Sean Hjelle,1,0,2,1,4,0,0,0
10866,7/3/2024,687863,Porter Hodge,1,0,1,0,1,0,0,0
10867,7/3/2024,670059,Colin Holderman,1,0,1,3,1,0,2,1
10868,7/3/2024,605280,Clay Holmes,1,0,1,0,3,0,0,0
10869,7/3/2024,663947,Tyler Holton,1,0,1.1,1,0,0,0,0
10870,7/3/2024,641712,Dakota Hudson,1,1,4.2,7,4,3,3,1
10871,7/3/2024,628452,Raisel Iglesias,1,0,1,1,1,0,0,0
10872,7/3/2024,684007,Shota Imanaga,1,1,6,6,8,1,3,2
10873,7/3/2024,592426,Luke Jackson,1,0,1,1,1,0,0,0
10874,7/3/2024,686826,Bryce Jarvis,1,0,2.1,1,1,2,0,0
10875,7/3/2024,641729,Joe Jim\xc3\xa9nez,1,0,1,0,1,0,0,0
10876,7/3/2024,683003,Jared Jones,1,1,5,4,5,2,1,0
10877,7/3/2024,596001,Jakob Junis,1,0,2,2,2,1,0,0
10878,7/3/2024,592454,Tommy Kahnle,1,0,1,0,1,0,0,0
10879,7/3/2024,689147,Orion Kerkering,1,0,1,1,2,0,0,0
10880,7/3/2024,579328,Yusei Kikuchi,1,1,5.2,5,5,2,2,1
10881,7/3/2024,518886,Craig Kimbrel,1,0,1,0,2,0,0,0
