,Date,PitcherID,Pitcher,G,GS,IP,H,K,BB,R,HR
2087,4/15/2024,518886,Craig Kimbrel,1,0,1,0,2,0,0,0
2088,4/15/2024,669923,George Kirby,1,1,6,5,6,0,2,1
2089,4/15/2024,552640,Andrew Kittredge,1,0,1,0,1,1,0,0
2090,4/15/2024,657649,Jared Koenig,1,0,2,3,1,0,0,0
2091,4/15/2024,663568,Stephen Kolek,1,0,1.2,1,1,1,0,0
2092,4/15/2024,656629,Michael Kopech,1,0,1,1,2,0,0,0
2093,4/15/2024,664875,Justin Lawrence,1,0,1,1,1,0,0,0
2094,4/15/2024,673929,Jordan Leasure,1,0,1,0,1,0,0,0
2095,4/15/2024,600917,Jos\xc3\xa9 Leclerc,1,0,2,1,2,0,0,0
2096,4/15/2024,608678,Dominic Leone,1,0,1,1,0,0,0,0
2097,4/15/2024,681432,Luke Little,1,0,1,0,1,0,0,0
2098,4/15/2024,547179,Michael Lorenzen,1,1,5,3,4,5,0,0
2099,4/15/2024,607625,Seth Lugo,1,1,7,4,4,1,0,0
2100,4/15/2024,573009,Joe Mantiply,1,0,0.1,0,0,0,0,0
2101,4/15/2024,676760,Ron Marinaccio,1,0,2,1,1,1,0,0
2102,4/15/2024,607259,Nick Martinez,1,0,4,3,3,0,1,0
2103,4/15/2024,661527,Seth Martinez,1,0,1,1,2,0,0,0
2104,4/15/2024,664208,Phil Maton,1,0,1,5,0,1,5,1
2105,4/15/2024,641835,Tim Mayza,1,0,0.2,0,0,0,0,0
2106,4/15/2024,663704,James McArthur,1,0,1,0,2,0,0,0
2107,4/15/2024,683232,Nick Mears,1,0,1.1,0,1,0,0,0
2108,4/15/2024,668338,Tyson Miller,1,0,1,1,0,0,0,0
2109,4/15/2024,621345,A.J. Minter,1,0,1.1,0,0,0,0,0
2110,4/15/2024,593423,Frankie Montas,1,1,2,3,1,5,5,2
2111,4/15/2024,606160,Rafael Montero,1,0,1.2,1,2,1,0,0
2112,4/15/2024,519043,Matt Moore,1,0,1,2,1,0,2,1
2113,4/15/2024,669212,Eli Morgan,1,0,1,1,1,0,0,0
2114,4/15/2024,605397,Joe Musgrove,1,1,6,7,3,4,3,1
2115,4/15/2024,677053,Andrew Nardi,1,0,0.1,2,0,0,0,0
2116,4/15/2024,680897,Nick Nastrini,1,1,5,3,5,2,2,1
2117,4/15/2024,669459,Kyle Nelson,1,0,1,0,1,0,0,0
2118,4/15/2024,593576,H\xc3\xa9ctor Neris,1,0,1,0,0,1,0,0
2119,4/15/2024,605400,Aaron Nola,1,1,7.1,4,9,1,1,1
2120,4/15/2024,681857,Reese Olson,1,1,6.1,6,8,1,1,0
2121,4/15/2024,493603,Adam Ottavino,1,0,1,0,2,0,0,0
2122,4/15/2024,680730,Mitchell Parker,1,1,5,4,4,0,2,0
2123,4/15/2024,527048,Mart\xc3\xadn P\xc3\xa9rez,1,1,5.2,6,1,2,3,0
2124,4/15/2024,615698,Cal Quantrill,1,1,6,4,1,2,1,0
2125,4/15/2024,548384,Brooks Raley,1,0,1,0,2,0,0,0
2126,4/15/2024,598286,Nick Ramirez,1,0,2,0,1,0,0,0
2127,4/15/2024,502085,David Robertson,1,0,1,1,1,0,0,0
2128,4/15/2024,643511,Tyler Rogers,1,0,1,0,0,0,0,0
2129,4/15/2024,668941,JoJo Romero,1,0,1,1,1,0,1,1
2130,4/15/2024,605452,Joe Ross,1,1,4.2,9,4,2,6,0
2131,4/15/2024,680704,Nick Sandlin,1,0,1,0,1,0,0,0
2132,4/15/2024,663776,Patrick Sandoval,1,1,5,4,3,2,1,0
2133,4/15/2024,642701,Dennis Santana,1,0,1,0,1,0,0,0
2134,4/15/2024,642048,Tayler Saucedo,1,0,1,0,3,0,0,0
2135,4/15/2024,622098,Drew Smith,1,0,0.2,1,0,1,1,0
2136,4/15/2024,592767,Drew Smyly,1,0,1,2,1,1,1,0
2137,4/15/2024,666277,George Soriano,1,0,0.2,1,0,2,3,0
2138,4/15/2024,642100,Gabe Speier,1,0,1,1,1,0,1,1
2139,4/15/2024,608717,Chris Stratton,1,0,1,0,1,0,0,0
2140,4/15/2024,676702,Hunter Stratton,1,0,0.1,1,0,0,0,0
2141,4/15/2024,548389,Ross Stripling,1,1,5.2,6,4,2,3,0
2142,4/15/2024,663158,Robert Suarez,1,0,0.1,1,0,0,0,0
2143,4/15/2024,622253,Dillon Tate,1,0,1.1,1,0,0,0,0
2144,4/15/2024,624522,Keegan Thompson,1,0,2,0,2,1,0,0
2145,4/15/2024,657044,Ryan Thompson,1,0,1,1,1,0,0,0
2146,4/15/2024,676568,Ricky Vanasco,1,0,2,0,1,0,0,0
2147,4/15/2024,686973,Louie Varland,1,1,5,11,6,0,4,2
2148,4/15/2024,600986,Thyago Vieira,1,0,2.1,0,2,2,0,0
2149,4/15/2024,670241,Darius Vines,1,1,4.2,4,4,3,1,0
2150,4/15/2024,676254,Ryan Walker,1,0,0.2,1,1,0,0,0
2151,4/15/2024,669711,Greg Weissert,1,0,0.1,1,0,0,1,1
2152,4/15/2024,621051,Steven Wilson,1,0,1,0,0,2,0,0
2153,4/15/2024,670174,Josh Winckowski,1,0,1,2,1,1,1,0
2154,4/15/2024,489446,Kirby Yates,1,0,1,0,0,0,0,0
2155,4/16/2024,592094,Jason Adam,1,0,1,0,0,1,0,0
2156,4/16/2024,622075,Yency Almonte,1,0,1,0,1,2,0,0
2157,4/16/2024,640470,Adbert Alzolay,1,0,1,1,0,2,1,1
2158,4/16/2024,542888,Shawn Armstrong,1,0,1,0,1,0,0,0
2159,4/16/2024,687014,Nick Avila,1,0,1,2,1,1,1,0
2160,4/16/2024,605130,Scott Barlow,1,0,1,0,2,0,0,0
2161,4/16/2024,657508,Mike Baumann,1,0,1.1,2,3,1,1,0
2162,4/16/2024,595881,Tyler Beede,1,0,0.1,2,1,1,3,2
2163,4/16/2024,657514,Brennan Bernardino,1,0,1,0,2,2,0,0
2164,4/16/2024,676440,Tanner Bibee,1,1,5,5,3,2,1,1
2165,4/16/2024,666745,Jhony Brito,1,0,1.1,0,1,1,1,0
2166,4/16/2024,686613,Hunter Brown,1,1,6,5,3,3,2,1
2167,4/16/2024,607481,Aaron Bummer,1,0,0.2,3,0,1,2,1
2168,4/16/2024,595897,Nick Burdi,1,0,1.2,1,2,2,0,0
2169,4/16/2024,612434,Miguel Castro,1,0,2.1,1,3,0,0,0
2170,4/16/2024,656302,Dylan Cease,1,1,6,2,7,5,1,0
2171,4/16/2024,605177,Andrew Chafin,1,0,1.1,0,3,0,0,0
2172,4/16/2024,542585,Jos\xc3\xa9 Cisnero,1,0,2,1,0,0,0,0
2173,4/16/2024,650644,Aaron Civale,1,1,6,5,8,0,3,2
2174,4/16/2024,661403,Emmanuel Clase,1,0,1,1,0,0,0,0
2175,4/16/2024,664076,Garrett Cleavinger,1,0,1,1,2,1,0,0
2176,4/16/2024,571578,Patrick Corbin,1,1,6.1,9,5,4,5,1
2177,4/16/2024,518585,Fernando Cruz,1,0,0.2,1,2,1,0,0
2178,4/16/2024,606965,Chris Devenski,1,0,1,0,0,0,0,0
2179,4/16/2024,681869,Shawn Dubin,1,0,2.1,5,2,0,4,0
2180,4/16/2024,608032,Carlos Est\xc3\xa9vez,1,0,1,3,1,0,2,0
2181,4/16/2024,664126,Pete Fairbanks,1,0,1,0,2,0,0,0
2182,4/16/2024,676534,Calvin Faucher,1,0,1.2,1,2,0,0,0
2183,4/16/2024,671345,Jason Foley,1,0,0.2,1,0,1,0,0
2184,4/16/2024,666818,Luis Fr\xc3\xadas,1,0,0,2,0,1,3,0
2185,4/16/2024,608334,Carson Fulmer,1,0,1.2,2,3,2,1,0
2186,4/16/2024,683769,Hunter Gaddis,1,0,1,0,1,0,0,0
2187,4/16/2024,472610,Luis Garc\xc3\xada,1,0,1,0,0,0,0,0
2188,4/16/2024,554340,Yimi Garc\xc3\xada,1,0,1,0,0,0,0,0
2189,4/16/2024,657585,Reed Garrett,1,0,2,1,6,1,0,0
2190,4/16/2024,669302,Logan Gilbert,1,1,6.2,3,6,1,1,0
2191,4/16/2024,656464,Kevin Ginkel,1,0,1,0,0,0,0,0
2192,4/16/2024,596295,Austin Gomber,1,1,5.1,6,4,0,3,1
2193,4/16/2024,624647,Victor Gonz\xc3\xa1lez,1,0,1,0,0,1,0,0
2194,4/16/2024,592351,Jon Gray,1,1,6,3,7,3,1,0
2195,4/16/2024,668881,Hunter Greene,1,1,4,4,8,3,1,0
2196,4/16/2024,664854,Ryan Helsley,1,0,1,0,1,0,0,0
2197,4/16/2024,543294,Kyle Hendricks,1,1,4.1,5,3,3,7,2
2198,4/16/2024,674072,Tommy Henry,1,1,4.1,9,3,1,5,0
2199,4/16/2024,669796,Jose Hernandez,1,0,0.1,1,0,2,0,0
2200,4/16/2024,663855,Jordan Hicks,1,1,5,3,5,3,2,0
2201,4/16/2024,543339,Daniel Hudson,1,0,1,1,1,0,0,0
2202,4/16/2024,669165,Kyle Hurt,1,1,2,3,0,0,0,0
2203,4/16/2024,628452,Raisel Iglesias,1,0,0.1,0,0,0,0,0
2204,4/16/2024,543351,Jay Jackson,1,0,2,2,3,1,2,1
2205,4/16/2024,445276,Kenley Jansen,1,0,1,3,0,0,1,0
2206,4/16/2024,666204,Dany Jim\xc3\xa9nez,1,0,0.2,1,0,2,2,0
2207,4/16/2024,641729,Joe Jim\xc3\xa9nez,1,0,1,0,1,0,0,0
2208,4/16/2024,683003,Jared Jones,1,1,5,1,7,0,0,0
2209,4/16/2024,523260,Joe Kelly,1,0,1,0,1,1,0,0
2210,4/16/2024,579328,Yusei Kikuchi,1,1,6,4,9,1,1,0
2211,4/16/2024,641755,Tyler Kinley,1,0,1,1,2,1,2,1
2212,4/16/2024,657649,Jared Koenig,1,0,1.2,0,1,0,0,0
2213,4/16/2024,656638,Alex Lange,1,0,1,0,1,0,0,0
2214,4/16/2024,656641,Jacob Latz,1,0,0.1,2,0,0,1,0
2215,4/16/2024,571882,Derek Law,1,0,0.2,1,2,0,0,0
2216,4/16/2024,643410,Mark Leiter Jr.,1,0,1,0,1,0,0,0
2217,4/16/2024,681432,Luke Little,1,0,0.2,2,0,1,1,0
2218,4/16/2024,605347,Jorge L\xc3\xb3pez,1,0,1,0,1,0,0,0
2219,4/16/2024,625643,Reynaldo L\xc3\xb3pez,1,1,6,4,7,1,0,0
2220,4/16/2024,458681,Lance Lynn,1,1,7,5,1,1,1,1
2221,4/16/2024,455119,Chris Martin,1,0,1,0,0,0,0,0
2222,4/16/2024,664208,Phil Maton,1,0,1,0,0,0,0,0
2223,4/16/2024,673513,Yuki Matsui,1,0,0.1,0,1,1,0,0
2224,4/16/2024,554431,Tyler Matzek,1,0,1,0,2,0,0,0
2225,4/16/2024,519008,T.J. McFarland,1,0,0.1,0,0,0,0,0
2226,4/16/2024,543518,Scott McGough,1,0,1.2,0,2,0,0,0
2227,4/16/2024,489119,Wade Miley,1,1,3,5,2,2,4,1
2228,4/16/2024,669062,Erik Miller,1,0,1,0,1,0,0,0
2229,4/16/2024,571948,Hoby Milner,1,0,1.1,0,3,0,0,0
2230,4/16/2024,663554,Casey Mize,1,1,6,5,6,0,2,0
2231,4/16/2024,519043,Matt Moore,1,0,1,0,0,0,0,0
2232,4/16/2024,670970,Adri\xc3\xa1n Morej\xc3\xb3n,1,0,0.2,3,2,0,1,0
2233,4/16/2024,669212,Eli Morgan,1,0,2,1,2,1,0,0
2234,4/16/2024,662253,Andr\xc3\xa9s Mu\xc3\xb1oz,1,0,1.1,1,3,1,0,0
2235,4/16/2024,669459,Kyle Nelson,1,0,0.2,2,0,1,3,1
2236,4/16/2024,682847,Luis Ortiz,1,0,1.2,2,0,1,3,0
2237,4/16/2024,663978,Chris Paddack,1,1,5.1,12,2,1,9,2
2238,4/16/2024,641941,Emilio Pag\xc3\xa1n,1,0,0.1,2,1,2,1,0
2239,4/16/2024,694037,Daniel Palencia,1,0,1,3,0,2,1,0
2240,4/16/2024,606303,Joel Payamps,1,0,1,0,2,0,0,0
2241,4/16/2024,665625,Elvis Peguero,1,0,0.1,3,0,1,2,0
2242,4/16/2024,593974,Wandy Peralta,1,0,0.2,1,0,0,0,0
2243,4/16/2024,621363,Colin Poche,1,0,1,0,0,0,0,0
2244,4/16/2024,500779,Jose Quintana,1,1,5,4,4,3,1,0
2245,4/16/2024,663432,Tanner Rainey,1,0,1,3,1,1,1,0
2246,4/16/2024,670990,Yohan Ram\xc3\xadrez,1,0,1.2,1,1,0,0,0
2247,4/16/2024,670950,Trevor Richards,1,0,1,1,1,1,2,0
2248,4/16/2024,607074,Carlos Rod\xc3\xb3n,1,1,4,5,5,4,3,0
2249,4/16/2024,680570,Grayson Rodriguez,1,1,6,4,6,3,2,0
2250,4/16/2024,570257,Joely Rodr\xc3\xadguez,1,0,2,4,3,0,2,1
2251,4/16/2024,573124,Taylor Rogers,1,0,0.1,1,0,0,0,0
2252,4/16/2024,605447,Jordan Romano,1,0,1,1,0,0,1,0
2253,4/16/2024,668941,JoJo Romero,1,0,1,0,1,0,0,0
2254,4/16/2024,656924,Ryder Ryan,1,0,1,0,2,0,0,0
2255,4/16/2024,642048,Tayler Saucedo,1,0,0.1,0,0,0,0,0
2256,4/16/2024,656945,Tanner Scott,1,0,1,0,1,2,0,0
2257,4/16/2024,676664,JP Sears,1,1,5,2,2,3,1,0
2258,4/16/2024,572143,Burch Smith,1,0,0.1,3,0,0,1,0
2259,4/16/2024,671922,Cade Smith,1,0,0.2,2,1,1,2,0
2260,4/16/2024,622098,Drew Smith,1,0,1,0,2,0,0,0
2261,4/16/2024,592767,Drew Smyly,1,0,0,1,0,0,0,0
2262,4/16/2024,667755,Jos\xc3\xa9 Soriano,1,1,5,1,6,5,1,0
2263,4/16/2024,687765,Mitch Spence,1,0,3,1,5,1,0,0
2264,4/16/2024,592773,Ryne Stanek,1,0,0.2,0,0,2,0,0
2265,4/16/2024,519326,Hunter Strickland,1,0,1,0,2,0,0,0
2266,4/16/2024,624133,Ranger Su\xc3\xa1rez,1,1,9,7,8,1,0,0
2267,4/16/2024,608718,Brent Suter,1,0,2,0,3,1,0,0
2268,4/16/2024,573204,Caleb Thielbar,1,0,0.2,1,1,0,0,0
2269,4/16/2024,570632,Jos\xc3\xa9 Ure\xc3\xb1a,1,0,1.2,0,3,1,1,0
2270,4/16/2024,682842,Abner Uribe,1,0,1.2,3,2,1,0,0
2271,4/16/2024,680767,Victor Vodnik,1,0,1.2,0,2,0,0,0
2272,4/16/2024,676254,Ryan Walker,1,0,0.2,2,0,2,3,0
2273,4/16/2024,677960,Ryan Weathers,1,1,6,5,10,1,2,1
2274,4/16/2024,596133,Luke Weaver,1,0,1.1,2,2,0,2,0
2275,4/16/2024,669711,Greg Weissert,1,0,1,2,0,1,0,0
2276,4/16/2024,666215,Forrest Whitley,1,0,0.2,1,0,1,0,0
2277,4/16/2024,676477,Garrett Whitlock,1,1,4,3,1,1,2,0
2278,4/16/2024,458677,Justin Wilson,1,0,1,1,1,0,1,0
2279,4/16/2024,670174,Josh Winckowski,1,0,1,2,1,2,2,0
2280,4/16/2024,642232,Ryan Yarbrough,1,0,5,2,3,0,2,1
2281,4/17/2024,671096,Andrew Abbott,1,1,6,4,6,3,2,2
2282,4/17/2024,650556,Bryan Abreu,1,0,1,0,2,0,0,0
2283,4/17/2024,613534,Austin Adams,1,0,1,0,1,0,0,0
2284,4/17/2024,669211,Keegan Akin,1,0,0.1,0,1,0,0,0
2285,4/17/2024,621237,Jos\xc3\xa9 Alvarado,1,0,1,1,1,0,0,0
2286,4/17/2024,623433,Nick Anderson,1,0,1,1,1,0,0,0
2287,4/17/2024,542888,Shawn Armstrong,1,0,1,0,1,0,0,0
2288,4/17/2024,621383,Tanner Banks,1,0,1.1,1,1,0,0,0
2289,4/17/2024,670280,David Bednar,1,0,0.2,2,2,1,3,0
2290,4/17/2024,669622,Anthony Bender,1,0,1,3,1,0,1,0
2291,4/17/2024,621112,Paul Blackburn,1,1,5.2,6,7,5,3,0
2292,4/17/2024,650893,G\xc3\xa9nesis Cabrera,1,0,2,2,3,0,1,1
2293,4/17/2024,686563,Jonathan Cannon,1,1,5,3,3,1,1,0
2294,4/17/2024,666974,Yennier Cano,1,0,1,0,2,1,0,0
2295,4/17/2024,445926,Jesse Chavez,1,0,1,2,2,0,1,1
2296,4/17/2024,643256,Adam Cimber,1,0,1.2,1,2,0,0,0
2297,4/17/2024,543056,Danny Coulombe,1,0,0.2,0,0,1,1,0
2298,4/17/2024,686539,Declan Cronin,1,0,1.1,2,1,1,1,0
2299,4/17/2024,672282,Reid Detmers,1,1,5.1,7,4,1,1,0
2300,4/17/2024,606965,Chris Devenski,1,0,0.1,0,1,0,0,0
2301,4/17/2024,664747,Alexis D\xc3\xadaz,1,0,1.1,1,2,0,0,0
2302,4/17/2024,518617,Jake Diekman,1,0,1,0,2,0,0,0
2303,4/17/2024,666808,Camilo Doval,1,0,1,0,1,0,0,0
2304,4/17/2024,641540,Dane Dunning,1,1,5,3,5,4,1,1
2305,4/17/2024,668674,Lucas Erceg,1,0,1,0,2,0,0,0
2306,4/17/2024,664126,Pete Fairbanks,1,0,1,3,0,2,2,0
2307,4/17/2024,663559,Bailey Falter,1,1,5,4,4,1,2,1
2308,4/17/2024,607200,Erick Fedde,1,1,5.2,3,5,3,0,0
2309,4/17/2024,663372,Ryan Feltner,1,1,5.1,9,8,2,6,2
2310,4/17/2024,657571,Caleb Ferguson,1,0,1,1,1,1,2,1
2311,4/17/2024,681676,Ryan Fernandez,1,0,1,2,1,0,1,0
2312,4/17/2024,640448,Kyle Finnegan,1,0,1,0,1,0,0,0
2313,4/17/2024,676596,Josh Fleming,1,0,0.1,1,0,0,0,0
2314,4/17/2024,641585,J.P. France,1,1,5,4,4,1,2,2
2315,4/17/2024,608331,Max Fried,1,1,5,7,2,4,3,1
2316,4/17/2024,606149,Giovanny Gallegos,1,0,0.1,0,0,0,0,0
2317,4/17/2024,665620,Deivi Garc\xc3\xada,1,0,2,1,0,1,0,0
2318,4/17/2024,676395,Robert Garcia,1,0,0.2,0,0,1,0,0
2319,4/17/2024,592332,Kevin Gausman,1,1,5,4,6,3,1,0
2320,4/17/2024,624647,Victor Gonz\xc3\xa1lez,1,0,0.1,0,0,0,0,0
2321,4/17/2024,675627,Michael Grove,1,0,3,0,5,1,0,0
2322,4/17/2024,623352,Josh Hader,1,0,1,0,3,0,0,0
2323,4/17/2024,641656,Ian Hamilton,1,0,1.1,1,2,1,0,0
2324,4/17/2024,701643,Grant Hartwig,1,0,1,0,0,0,0,0
2325,4/17/2024,640451,Hunter Harvey,1,0,1.1,1,2,0,0,0
2326,4/17/2024,656546,Jeff Hoffman,1,0,0.2,1,0,1,0,0
2327,4/17/2024,605280,Clay Holmes,1,0,1,1,0,0,0,0
2328,4/17/2024,656557,Tanner Houck,1,1,9,3,9,0,0,0
2329,4/17/2024,663542,Bryan Hudson,1,0,2.1,0,0,1,0,0
2330,4/17/2024,628452,Raisel Iglesias,1,0,1,0,0,1,0,0
2331,4/17/2024,663623,Jake Irvin,1,1,6,4,6,1,0,0
2332,4/17/2024,643377,Griffin Jax,1,0,0.1,2,1,0,2,1
2333,4/17/2024,641729,Joe Jim\xc3\xa9nez,1,0,1.1,0,1,0,0,0
2334,4/17/2024,572955,Pierce Johnson,1,0,1,0,2,1,0,0
2335,4/17/2024,687330,Kevin Kelly,1,0,1,1,0,0,0,0
2336,4/17/2024,518886,Craig Kimbrel,1,0,1,0,1,0,0,0
2337,4/17/2024,650633,Michael King,1,1,7.2,2,10,2,1,0
2338,4/17/2024,689017,Landon Knack,1,1,5,4,4,1,2,1
2339,4/17/2024,656629,Michael Kopech,1,0,1,2,1,0,2,1
2340,4/17/2024,663567,Peter Lambert,1,0,1.2,2,2,0,1,1
2341,4/17/2024,656641,Jacob Latz,1,0,0.2,0,1,0,0,0
2342,4/17/2024,664875,Justin Lawrence,1,0,1,1,1,0,0,0
2343,4/17/2024,673929,Jordan Leasure,1,0,1,1,1,1,0,0
2344,4/17/2024,608678,Dominic Leone,1,0,1,1,0,1,1,1
2345,4/17/2024,669461,Matthew Liberatore,1,0,1.2,1,0,1,0,0
2346,4/17/2024,641793,Zack Littell,1,1,5.2,8,7,0,3,1
2347,4/17/2024,594902,Ben Lively,1,1,5,3,7,1,2,1
2348,4/17/2024,605347,Jorge L\xc3\xb3pez,1,0,1,0,1,0,0,0
2349,4/17/2024,641154,Pablo L\xc3\xb3pez,1,1,6,2,7,0,1,1
2350,4/17/2024,573009,Joe Mantiply,1,0,0.1,3,0,1,2,0
2351,4/17/2024,628708,Yunior Marte,1,0,1,1,1,0,0,0
2352,4/17/2024,679885,Justin Martinez,1,0,1.2,0,1,1,0,0
2353,4/17/2024,661527,Seth Martinez,1,0,1,1,2,1,0,0
2354,4/17/2024,571927,Steven Matz,1,1,5,7,4,3,5,1
2355,4/17/2024,641835,Tim Mayza,1,0,0.2,2,1,1,1,0
2356,4/17/2024,663704,James McArthur,1,0,1,1,1,0,0,0
2357,4/17/2024,519008,T.J. McFarland,1,0,0.1,0,0,0,0,0
2358,4/17/2024,682243,Bryce Miller,1,1,6,1,7,1,1,1
2359,4/17/2024,669062,Erik Miller,1,0,1,0,1,0,0,0
2360,4/17/2024,695243,Mason Miller,1,0,1,0,2,1,0,0
2361,4/17/2024,571946,Shelby Miller,1,0,1,2,0,0,1,0
2362,4/17/2024,621345,A.J. Minter,1,0,0.2,0,0,0,0,0
2363,4/17/2024,606160,Rafael Montero,1,0,1,0,0,0,0,0
2364,4/17/2024,595345,Steven Okert,1,0,0.2,3,1,0,1,1
2365,4/17/2024,641149,Wes Parsons,1,0,2,2,3,0,0,0
2366,4/17/2024,606303,Joel Payamps,1,0,1,0,0,0,0,0
2367,4/17/2024,665625,Elvis Peguero,1,0,1,2,0,0,0,0
2368,4/17/2024,593974,Wandy Peralta,1,0,0.1,1,1,0,0,0
2369,4/17/2024,694297,Brandon Pfaadt,1,1,7,6,6,0,2,1
2370,4/17/2024,519151,Ryan Pressly,1,0,1,2,2,1,1,0
2371,4/17/2024,643493,Austin Pruitt,1,0,0.2,2,0,0,1,1
2372,4/17/2024,670950,Trevor Richards,1,0,1,0,1,0,0,0
2373,4/17/2024,502085,David Robertson,1,0,1.1,2,1,1,1,0
2374,4/17/2024,669432,Trevor Rogers,1,1,5.2,4,6,0,1,0
2375,4/17/2024,643511,Tyler Rogers,1,0,1,2,0,0,0,0
2376,4/17/2024,656924,Ryder Ryan,1,0,1,0,1,0,0,0
2377,4/17/2024,650911,Cristopher S\xc3\xa1nchez,1,1,6,6,10,1,1,0
2378,4/17/2024,664350,Sixto S\xc3\xa1nchez,1,0,1,0,2,1,0,0
2379,4/17/2024,680704,Nick Sandlin,1,0,1,0,1,0,0,0
2380,4/17/2024,670167,John Schreiber,1,0,1,0,2,0,0,0
2381,4/17/2024,622663,Luis Severino,1,1,6,5,4,3,0,0
2382,4/17/2024,608371,Lucas Sims,1,0,0.2,2,1,4,3,1
2383,4/17/2024,663903,Brady Singer,1,1,5,3,5,3,2,1
2384,4/17/2024,669373,Tarik Skubal,1,1,6.1,5,6,1,2,0
2385,4/17/2024,519293,Will Smith,1,0,1,0,1,0,0,0
2386,4/17/2024,592767,Drew Smyly,1,0,0.2,1,0,0,1,1
2387,4/17/2024,642397,Gregory Soto,1,0,0.1,3,0,2,5,0
2388,4/17/2024,642100,Gabe Speier,1,0,1,0,3,0,0,0
2389,4/17/2024,592779,Brock Stewart,1,0,1.1,1,3,0,0,0
2390,4/17/2024,608717,Chris Stratton,1,0,1.1,0,0,2,0,0
2391,4/17/2024,676702,Hunter Stratton,1,0,1,3,1,1,4,1
2392,4/17/2024,519326,Hunter Strickland,1,0,2,3,2,0,2,1
2393,4/17/2024,573186,Marcus Stroman,1,1,5.1,6,2,2,2,1
2394,4/17/2024,544150,Albert Su\xc3\xa1rez,1,1,5.2,3,4,0,0,0
2395,4/17/2024,657024,Erik Swanson,1,0,0.1,3,0,0,3,1
2396,4/17/2024,663423,Trent Thornton,1,0,1,0,1,0,0,0
2397,4/17/2024,682842,Abner Uribe,1,0,1,1,1,0,0,0
2398,4/17/2024,681911,Alex Vesia,1,0,1,0,2,2,0,0
2399,4/17/2024,676684,Will Vest,1,0,1.2,0,0,0,0,0
2400,4/17/2024,608723,Austin Voth,1,0,1,0,1,0,0,0
2401,4/17/2024,608379,Michael Wacha,1,1,6,4,4,2,2,1
2402,4/17/2024,657097,Jacob Webb,1,0,0.1,2,1,0,1,0
2403,4/17/2024,669713,Hayden Wesneski,1,0,4,1,2,0,0,0
2404,4/17/2024,696136,Jordan Wicks,1,1,4.1,5,5,1,2,1
2405,4/17/2024,669060,Bryse Wilson,1,1,3.2,2,2,1,0,0
2406,4/17/2024,621051,Steven Wilson,1,0,1,0,0,0,0,0
2407,4/17/2024,676775,Keaton Winn,1,1,6,4,4,1,1,1
2408,4/17/2024,489446,Kirby Yates,1,0,1.1,0,4,1,0,0
2409,4/17/2024,672582,Angel Zerpa,1,0,0.2,2,0,0,0,0
2410,4/18/2024,663531,Logan Allen,1,0,4.2,3,3,1,1,0
2411,4/18/2024,657514,Brennan Bernardino,1,1,2,0,2,1,0,0
2412,4/18/2024,656288,Griffin Canning,1,1,5.1,4,4,1,2,0
2413,4/18/2024,471911,Carlos Carrasco,1,1,5.2,4,5,3,2,0
2414,4/18/2024,605177,Andrew Chafin,1,0,1,2,1,1,1,0
2415,4/18/2024,661403,Emmanuel Clase,1,0,1,0,1,0,0,0
2416,4/18/2024,664076,Garrett Cleavinger,1,0,1,0,2,0,0,0
2417,4/18/2024,681867,Cooper Criswell,1,0,2.1,3,0,1,1,0
2418,4/18/2024,656412,Alex Faedo,1,0,2.1,1,1,0,0,0
2419,4/18/2024,683769,Hunter Gaddis,1,0,1,0,1,0,0,0
2420,4/18/2024,472610,Luis Garc\xc3\xada,1,0,1.2,0,2,0,0,0
2421,4/18/2024,682120,Tim Herrin,1,0,1,0,2,0,0,0
2422,4/18/2024,663947,Tyler Holton,1,0,1.1,2,0,0,0,0
2423,4/18/2024,682175,Joe Jacques,1,0,1.2,3,2,0,1,0
2424,4/18/2024,686826,Bryce Jarvis,1,0,0.2,1,0,1,1,0
2425,4/18/2024,656638,Alex Lange,1,0,0.2,0,2,0,0,0
2426,4/18/2024,600917,Jos\xc3\xa9 Leclerc,1,0,1,0,2,2,0,0
2427,4/18/2024,683004,Jack Leiter,1,1,3.2,8,3,3,7,0
2428,4/18/2024,628317,Kenta Maeda,1,1,2.2,7,2,2,5,3
2429,4/18/2024,455119,Chris Martin,1,0,1,1,1,0,0,0
2430,4/18/2024,664208,Phil Maton,1,0,1,1,1,0,0,0
2431,4/18/2024,571946,Shelby Miller,1,0,1,1,1,0,0,0
2432,4/18/2024,519043,Matt Moore,1,0,1,1,1,0,0,0
2433,4/18/2024,669459,Kyle Nelson,1,0,0.2,2,1,1,1,0
2434,4/18/2024,669194,Ryne Nelson,1,1,2,2,0,0,0,0
2435,4/18/2024,686752,Ryan Pepiot,1,1,6,3,7,3,1,0
2436,4/18/2024,621363,Colin Poche,1,0,1,2,1,0,0,0
2437,4/18/2024,643511,Tyler Rogers,1,0,1,1,0,0,0,0
2438,4/18/2024,686580,Justin Slaten,1,0,2,1,1,0,0,0
2439,4/18/2024,671922,Cade Smith,1,0,0.1,2,1,0,2,0
2440,4/18/2024,570632,Jos\xc3\xa9 Ure\xc3\xb1a,1,0,3,2,1,1,0,0
2441,4/18/2024,676254,Ryan Walker,1,0,1,0,3,0,0,0
2442,4/18/2024,657277,Logan Webb,1,1,7,2,5,1,0,0
2443,4/18/2024,489446,Kirby Yates,1,0,1.1,1,1,0,0,0
