PitcherID,Pitcher,GS,IP,K,BB,GS2,GSD,GSQ
666142,Cole Ragans,2,11.2,14,4,33.5,10.606601717798213,3.158410289299912
667725,Kyle Tyler,2,9.3,7,5,42.0,2.8284271247461903,14.849242404917497
667755,Jos\xc3\xa9 Soriano,2,9.0,7,2,29.5,7.7781745930520225,3.792663644546028
668678,Zac Gallen,2,10.0,11,4,47.0,19.79898987322333,2.373858479697695
668881,Hunter Greene,2,11.2,13,4,52.0,8.48528137423857,6.128258770283413
668909,Gavin Williams,2,9.1,7,3,35.5,20.506096654409877,1.7311924642843062
668933,Graham Ashcraft,2,9.2,5,5,36.5,0.7071067811865476,51.61879502661797
668964,Tobias Myers,2,12.0,11,3,29.0,2.8284271247461903,10.253048327204938
669022,MacKenzie Gore,2,8.3,13,6,34.0,24.041630560342615,1.4142135623730951
669062,Erik Miller,2,2.0,1,1,41.5,3.5355339059327378,11.737972567696689
669302,Logan Gilbert,2,11.1,9,3,33.0,11.313708498984761,2.9168154723945086
675650,Michael Mercado,2,6.2,5,5,23.0,35.35533905932738,0.6505382386916237
669373,Tarik Skubal,2,13.0,20,1,52.5,17.67766952966369,2.9698484809834995
669432,Trevor Rogers,2,9.0,10,7,30.0,4.242640687119285,7.0710678118654755
669467,Andre Pallante,2,12.1,10,4,46.5,0.7071067811865476,65.76093065034891
607074,Carlos Rod\xc3\xb3n,2,10.1,16,3,18.5,19.091883092036785,0.9689981816260095
669713,Hayden Wesneski,2,11.1,9,4,37.5,26.16295090390226,1.4333245564592179
669854,Ronel Blanco,2,10.4,9,5,31.0,18.384776310850235,1.6861777089833057
669923,George Kirby,2,12.1,13,2,41.0,1.0,41.0
670174,Josh Winckowski,2,8.2,5,2,34.5,19.091883092036785,1.807050663032288
671106,Logan Allen,2,8.2,12,4,37.5,4.949747468305833,7.576144084141581
671737,Taj Bradley,2,11.2,16,4,52.5,9.192388155425117,5.711247078814423
672456,Keider Montero,2,12.2,8,2,45.0,12.727922061357855,3.5355339059327378
