PitcherID,Pitcher,GS,IP,K,BB,GS2,GSD,GSQ
607192,Tyler Glasnow,2,9.0,8,4,25.5,12.020815280171307,2.121320343559643
806185,Hayden Birdsong,2,9.2,10,4,35.0,7.0710678118654755,4.949747468305833
607067,Colin Rea,2,12.1,12,2,47.0,8.48528137423857,5.539003119294623
471911,Carlos Carrasco,2,11.0,11,2,32.0,2.8284271247461903,11.31370849898476
458681,Lance Lynn,2,8.2,8,5,17.5,57.27564927611035,0.3055399671793724
453286,Max Scherzer,2,11.2,7,3,33.5,2.1213203435596424,15.792051446499563
450203,Charlie Morton,2,11.2,12,3,41.0,22.627416997969522,1.811961126790528
489119,Wade Miley,2,7.0,2,4,31.0,16.97056274847714,1.826692518065248
694462,Hurston Waldrep,2,6.300000000000001,3,8,6.5,4.949747468305833,1.313198307917874
641745,Brad Keller,2,8.2,9,3,19.0,25.45584412271571,0.7463904912524668
641312,Shaun Anderson,2,5.1,4,0,16.0,7.0710678118654755,2.262741699796952
686796,Blake Walston,2,8.3,6,5,42.5,9.192388155425117,4.62339049237358
686730,Carson Spiers,2,12.0,10,2,36.5,2.1213203435596424,17.20626500887266
543037,Gerrit Cole,2,8.0,5,5,15.5,38.890872965260115,0.3985510948505995
543518,Scott McGough,2,2.3000000000000003,3,1,37.0,5.656854249492381,6.540737725975564
668676,Zach Plesac,2,9.1,2,3,15.0,15.556349186104045,0.9642365197998376
681217,Chase Silseth,2,8.0,12,4,28.0,4.242640687119285,6.599663291074444
668868,Zack Thompson,2,10.1,9,6,18.5,12.020815280171307,1.5389971119942505
680686,Josiah Gray,2,8.1,9,5,11.0,8.48528137423857,1.2963624321753373
605400,Aaron Nola,2,12.2,17,0,39.0,5.656854249492381,6.894291116568838
630023,Yonny Chirinos,2,10.0,11,3,39.0,8.48528137423857,4.59619407771256
678061,Ray Kerr,2,7.2,13,3,31.5,6.363961030678928,4.949747468305833
677161,Zack Kelly,2,4.2,6,2,47.5,3.5355339059327378,13.435028842544403
676879,Aaron Ashby,2,8.2,5,7,26.0,8.48528137423857,3.0641293851417064
676714,Brandon Hughes,2,1.2,2,0,42.0,1.4142135623730951,29.698484809834994
676596,Josh Fleming,2,6.1,3,2,43.5,3.5355339059327378,12.303657992645926
669456,Shane Bieber,2,12.0,20,1,57.0,2.8284271247461903,20.152543263816604
675921,Spencer Howard,2,6.300000000000001,3,7,27.5,20.506096654409877,1.3410645850089695
675911,Spencer Strider,2,9.0,12,5,28.0,18.384776310850235,1.5229992210171794
675627,Michael Grove,2,3.0,3,0,28.5,3.5355339059327378,8.061017305526642
670241,Darius Vines,2,9.2,6,3,30.5,16.263455967290593,1.8753701587991043
663765,Jake Woodford,2,8.1,7,5,14.5,26.16295090390226,0.5542188284975642
670950,Trevor Richards,2,4.1,5,0,47.5,3.5355339059327378,13.435028842544403
500779,Jose Quintana,2,11.0,8,6,38.5,13.435028842544403,2.8656432711244295
573186,Marcus Stroman,2,9.1,9,5,22.0,11.313708498984761,1.9445436482630056
502043,Kyle Gibson,2,10.0,16,3,29.5,3.5355339059327378,8.34386001800126
554430,Zack Wheeler,2,12.2,12,4,43.5,2.1213203435596424,20.50609665440988
571578,Patrick Corbin,2,11.0,8,3,27.0,8.48528137423857,3.1819805153394642
571760,Andrew Heaney,2,12.1,17,2,53.5,2.1213203435596424,25.220141862320197
572020,James Paxton,2,9.0,7,4,14.5,27.577164466275352,0.5257973501130738
572971,Dallas Keuchel,2,9.2,5,7,36.0,1.0,36.0
657514,Brennan Bernardino,2,3.0,3,1,44.0,2.8284271247461903,15.556349186104045
579328,Yusei Kikuchi,2,10.2,12,3,35.5,2.1213203435596424,16.734860488081626
543294,Kyle Hendricks,2,5.2,4,3,17.5,16.263455967290593,1.076032058327355
592332,Kevin Gausman,2,10.1,17,7,27.0,26.870057685088806,1.0048359522124624
592791,Jameson Taillon,2,13.0,12,1,43.0,7.0710678118654755,6.081118318204308
593423,Frankie Montas,2,11.0,9,6,38.5,16.263455967290593,2.367270528320181
594902,Ben Lively,2,12.0,11,2,39.0,5.656854249492381,6.894291116568838
596295,Austin Gomber,2,13.0,6,0,34.0,12.727922061357855,2.671292284482513
601713,Nick Pivetta,2,11.0,14,3,42.0,32.526911934581186,1.2912384699928259
605135,Chris Bassitt,2,11.0,11,6,36.0,19.79898987322333,1.8182745801939793
544150,Albert Su\xc3\xa1rez,2,12.0,8,1,45.0,12.727922061357855,3.5355339059327378
547179,Michael Lorenzen,2,10.0,7,9,31.0,22.627416997969522,1.3700193885489358
543135,Nathan Eovaldi,2,14.0,11,0,55.5,13.435028842544403,4.130992247984567
543243,Sonny Gray,2,9.1,12,2,27.5,7.7781745930520225,3.5355339059327378
543037,Gerrit Cole,2,9.1,14,3,37.0,18.384776310850235,2.0125346849155585
519242,Chris Sale,2,13.0,20,3,53.5,0.7071067811865476,75.66042558696059
542881,Tyler Anderson,2,12.2,12,1,42.5,36.062445840513924,1.1785113019775793
641726,Daulton Jefferies,1,2.0,1,0,2.0,1.0,2.0
621383,Tanner Banks,1,2.1,5,0,44.0,1.0,44.0
691441,Cristian Mena,1,3.0,2,3,13.0,1.0,13.0
621097,Jacob Waguespack,1,4.0,4,2,44.0,1.0,44.0
693821,Bryce Elder,1,5.0,1,2,35.0,1.0,35.0
646242,Jhonathan D\xc3\xadaz,1,5.1,4,1,18.0,1.0,18.0
702352,Spencer Bivens,1,5.0,3,0,41.0,1.0,41.0
694363,Jared Shuster,1,2.0,2,0,28.0,1.0,28.0
669165,Kyle Hurt,1,2.0,0,0,40.0,1.0,40.0
694813,Gavin Stone,1,3.0,3,3,14.0,1.0,14.0
669721,Davis Daniel,1,8.0,8,0,64.0,1.0,64.0
678394,Brayan Bello,1,6.2,7,1,49.0,1.0,49.0
678368,Valente Bellozo,1,5.0,8,1,26.0,1.0,26.0
800049,Adam Mazur,1,4.0,4,0,30.0,1.0,30.0
680736,Justin Wrobleski,1,5.0,4,2,21.0,1.0,21.0
690986,Kyle Harrison,1,3.1,2,4,17.0,1.0,17.0
622694,Elieser Hern\xc3\xa1ndez,1,6.0,3,1,36.0,1.0,36.0
685299,Tanner Gordon,1,6.1,4,0,19.0,1.0,19.0
700270,Yilber Diaz,1,6.0,5,1,44.0,1.0,44.0
666214,Joey Wentz,1,2.2,2,4,20.0,1.0,20.0
641771,Chad Kuhl,1,3.0,3,2,46.0,1.0,46.0
683155,Joey Estes,1,9.0,4,1,59.0,1.0,59.0
683003,Jared Jones,1,5.0,5,2,45.0,1.0,45.0
682847,Luis Ortiz,1,6.0,5,0,55.0,1.0,55.0
686752,Ryan Pepiot,1,4.0,0,3,32.0,1.0,32.0
682610,Roddery Mu\xc3\xb1oz,1,4.2,4,2,33.0,1.0,33.0
667725,Kyle Tyler,1,4.0,2,3,30.0,1.0,30.0
664192,Joey Lucchesi,1,4.1,2,4,15.0,1.0,15.0
672456,Keider Montero,1,4.1,5,1,21.0,1.0,21.0
656186,Dan Altavilla,1,0.1,1,2,16.0,1.0,16.0
663947,Tyler Holton,1,1.2,1,1,34.0,1.0,34.0
642520,Gerson Garabito,1,3.2,2,4,39.0,1.0,39.0
668874,Blair Henley,1,0.1,0,3,11.0,1.0,11.0
642216,Allan Winans,1,5.0,1,2,12.0,1.0,12.0
571948,Hoby Milner,1,2.0,2,0,41.0,1.0,41.0
672710,Roansy Contreras,1,3.0,2,2,36.0,1.0,36.0
687424,Anthony Maldonado,1,3.0,2,0,45.0,1.0,45.0
663773,Bryan Hoeing,1,3.0,4,1,38.0,1.0,38.0
518489,Ryan Brasier,1,1.0,1,1,42.0,1.0,42.0
502624,Chase Anderson,1,1.2,0,3,7.0,1.0,7.0
663554,Casey Mize,1,5.1,2,2,47.0,1.0,47.0
663474,Triston McKenzie,1,2.1,3,3,6.0,1.0,6.0
700363,AJ Smith-Shawver,1,4.1,4,2,46.0,1.0,46.0
701581,David Festa,1,5.0,2,1,20.0,1.0,20.0
806185,Hayden Birdsong,1,4.2,5,3,27.0,1.0,27.0
453286,Max Scherzer,1,5.0,4,0,57.0,1.0,57.0
814005,Jake Bloss,1,3.2,2,1,34.0,1.0,34.0
656756,Jordan Montgomery,1,2.2,1,1,7.0,1.0,7.0
656731,Tylor Megill,1,5.1,6,3,27.0,1.0,27.0
656427,Jack Flaherty,1,5.2,7,1,16.0,1.0,16.0
656412,Alex Faedo,1,2.0,2,0,46.0,1.0,46.0
642239,Rob Zastryzny,1,1.0,0,0,43.0,1.0,43.0
641771,Chad Kuhl,1,3.0,3,2,46.0,1.0,46.0
573009,Joe Mantiply,1,0.2,0,0,38.0,1.0,38.0
608344,Cole Irvin,1,3.2,2,2,19.0,1.0,19.0
607200,Erick Fedde,1,6.0,3,3,46.0,1.0,46.0
690829,Ben Joyce,1,2.0,3,1,45.0,1.0,45.0
663978,Chris Paddack,1,5.0,3,2,36.0,1.0,36.0
672851,Joan Adon,1,4.0,2,3,39.0,1.0,39.0
665152,Dean Kremer,1,5.0,8,2,55.0,1.0,55.0
676272,Bobby Miller,1,5.0,4,3,33.0,1.0,33.0
676106,Emerson Hancock,1,4.0,4,1,36.0,1.0,36.0
674370,Osvaldo Bido,1,2.2,4,2,31.0,1.0,31.0
672710,Roansy Contreras,1,2.2,1,3,32.0,1.0,32.0
676254,Ryan Walker,1,1.0,2,0,43.0,1.0,43.0
596001,Jakob Junis,1,4.0,4,1,45.0,1.0,45.0
678368,Valente Bellozo,1,5.0,2,0,53.0,1.0,53.0
678495,Randy Rodr\xc3\xadguez,1,2.2,5,2,45.0,1.0,45.0
669358,Shane Baz,1,6.0,6,1,39.0,1.0,39.0
573009,Joe Mantiply,1,1.0,0,0,43.0,1.0,43.0
572971,Dallas Keuchel,1,4.0,4,1,11.0,1.0,11.0
669194,Ryne Nelson,1,6.2,5,1,49.0,1.0,49.0
680742,Jonathan Bowlan,1,2.2,3,3,4.0,1.0,4.0
681432,Luke Little,1,1.0,1,0,44.0,1.0,44.0
682847,Luis Ortiz,1,6.0,7,0,54.0,1.0,54.0
668676,Zach Plesac,1,2.2,3,4,36.0,1.0,36.0
683627,Anthony Molina,1,1.2,0,3,27.0,1.0,27.0
527054,Julio Teheran,1,2.2,3,2,18.0,1.0,18.0
665795,Edward Cabrera,1,3.2,4,1,34.0,1.0,34.0
660761,Jos\xc3\xa9 Suarez,1,2.2,3,1,20.0,1.0,20.0
